time,yawRate
91.802, -3.59765625
91.822, -3.548828125
91.842, -3.59765625
91.862, -3.81640625
91.882, -4.109375
91.902, -4.3515625
91.922, -4.421875
91.942, -4.26171875
91.962, -3.955078125
91.982, -3.63671875
92.002, -3.35546875
92.022, -3.099609375
92.042, -2.865234375
92.062, -2.662109375
92.082, -2.462890625
92.102, -2.23046875
92.122, -1.923828125
92.142, -1.584960938
92.162, -1.338867188
92.182, -1.233398438
92.202, -1.16796875
92.222, -1.079101562
92.242, -1.046875
92.262, -1.114257812
92.282, -1.198242188
92.302, -1.209960938
92.322, -1.173828125
92.342, -1.165039062
92.362, -1.206054688
92.382, -1.267578125
92.402, -1.333984375
92.422, -1.401367188
92.442, -1.44140625
92.462, -1.421875
92.482, -1.338867188
92.502, -1.236328125
92.522, -1.17578125
92.542, -1.13671875
92.562, -1.078125
92.582, -1.014648438
92.602, -1
92.622, -1.040039062
92.642, -1.083984375
92.662, -1.1171875
92.682, -1.211914062
92.702, -1.376953125
92.722, -1.546875
92.742, -1.663085938
92.762, -1.762695312
92.782, -1.901367188
92.802, -2.029296875
92.822, -2
92.842, -1.767578125
92.862, -1.456054688
92.882, -1.174804688
92.902, -0.9267578125
92.922, -0.6391601562
92.942, -0.2998046875
92.962, 0.05908203125
92.982, 0.3999023438
93.002, 0.7197265625
93.022, 1.026367188
93.042, 1.297851562
93.062, 1.49609375
93.082, 1.602539062
93.102, 1.624023438
93.122, 1.55078125
93.142, 1.35546875
93.162, 1.015625
93.182, 0.59375
93.202, 0.224609375
93.222, 0.05279541016
93.242, 0.1137695312
93.262, 0.3654785156
93.282, 0.7280273438
93.302, 1.088867188
93.322, 1.3828125
93.342, 1.612304688
93.362, 1.794921875
93.382, 2.001953125
93.402, 1.915039062
93.422, 1.366210938
93.442, 0.9296875
93.462, 1.006835938
93.482, 1.359375
93.502, 1.553710938
93.522, 1.478515625
93.542, 1.247070312
93.562, 0.853515625
93.582, 0.2210693359
93.602, -0.6079101562
93.622, -1.46875
93.642, -2.30859375
93.662, -3.16796875
93.682, -3.94921875
93.702, -4.45703125
93.722, -4.62109375
93.742, -4.625
93.762, -4.74609375
93.782, -5.1328125
93.802, -5.70703125
93.822, -6.1484375
93.842, -6.0859375
93.862, -5.48046875
93.882, -4.65625
93.902, -3.9375
93.922, -3.443359375
93.942, -3.19140625
93.962, -3.189453125
93.982, -3.36328125
94.002, -3.568359375
94.022, -3.681640625
94.042, -3.65625
94.062, -3.478515625
94.082, -3.140625
94.102, -2.720703125
94.122, -2.33203125
94.142, -2.099609375
94.162, -2.076171875
94.182, -2.294921875
94.202, -2.736328125
94.222, -3.240234375
94.242, -3.625
94.262, -3.92578125
94.282, -4.2421875
94.302, -4.4609375
94.322, -4.359375
94.342, -4.01953125
94.362, -3.611328125
94.382, -3.125
94.402, -2.443359375
94.422, -1.62890625
94.442, -0.8818359375
94.462, -0.3137207031
94.482, 0.08642578125
94.502, 0.3706054688
94.522, 0.578125
94.542, 0.7783203125
94.562, 0.9555664062
94.582, 1.038085938
94.602, 1.126953125
94.622, 1.395507812
94.642, 1.788085938
94.662, 2.06640625
94.682, 2.1484375
94.702, 2.072265625
94.722, 1.885742188
94.742, 1.669921875
94.762, 1.520507812
94.782, 1.40234375
94.802, 1.2421875
94.822, 0.9765625
94.842, 0.5283203125
94.862, -0.08203125
94.882, -0.7055664062
94.902, -1.220703125
94.922, -1.62109375
94.942, -1.9921875
94.962, -2.404296875
94.982, -2.90234375
95.002, -3.375
95.022, -3.708984375
95.042, -3.978515625
95.062, -4.22265625
95.082, -4.37890625
95.102, -4.4921875
95.122, -4.625
95.142, -4.6796875
95.162, -4.5859375
95.182, -4.47265625
95.202, -4.44921875
95.222, -4.47265625
95.242, -4.52734375
95.262, -4.59765625
95.282, -4.6171875
95.302, -4.62109375
95.322, -4.69921875
95.342, -4.75390625
95.362, -4.62109375
95.382, -4.29296875
95.402, -3.859375
95.422, -3.47265625
95.442, -3.31640625
95.462, -3.310546875
95.482, -3.08984375
95.502, -2.54296875
95.522, -1.901367188
95.542, -1.374023438
95.562, -0.9697265625
95.582, -0.6279296875
95.602, -0.37109375
95.622, -0.2739257812
95.642, -0.2829589844
95.662, -0.296875
95.682, -0.3479003906
95.702, -0.5297851562
95.722, -0.8525390625
95.742, -1.28515625
95.762, -1.765625
95.782, -2.185546875
95.802, -2.533203125
95.822, -2.91796875
95.842, -3.34765625
95.862, -3.73046875
95.882, -4.0390625
95.902, -4.20703125
95.922, -4.1328125
95.942, -3.86328125
95.962, -3.51171875
95.982, -3.1640625
96.002, -2.841796875
96.022, -2.580078125
96.042, -2.43359375
96.062, -2.37109375
96.082, -2.34375
96.102, -2.369140625
96.122, -2.41796875
96.142, -2.4375
96.162, -2.47265625
96.182, -2.642578125
96.202, -2.955078125
96.222, -3.294921875
96.242, -3.484375
96.262, -3.5546875
96.282, -3.6015625
96.302, -3.611328125
96.322, -3.587890625
96.342, -3.65234375
96.362, -3.845703125
96.382, -4.1171875
96.402, -4.2734375
96.422, -4.0390625
96.442, -3.263671875
96.463, -2.03125
96.483, -0.744140625
96.503, 0.05313110352
96.523, 0.1325683594
96.543, -0.3967285156
96.563, -1.298828125
96.583, -2.310546875
96.603, -3.23828125
96.623, -3.970703125
96.643, -4.2890625
96.662, -4.03125
96.682, -3.21484375
96.702, -1.879882812
96.722, -0.06402587891
96.742, 2.048828125
96.762, 4.29296875
96.782, 6.38671875
96.802, 7.8359375
96.822, 8.2734375
96.842, 7.63671875
96.862, 6.1875
96.882, 4.3359375
96.902, 2.447265625
96.922, 0.7861328125
96.942, -0.3422851562
96.962, -0.8012695312
96.982, -0.744140625
97.002, -0.3647460938
97.022, 0.2600097656
97.042, 1.233398438
97.062, 2.595703125
97.082, 4.1484375
97.102, 5.67578125
97.122, 7
97.142, 8.015625
97.162, 8.8203125
97.182, 9.4921875
97.202, 10
97.222, 10.2578125
97.242, 10.0625
97.262, 9.296875
97.282, 8.109375
97.302, 6.75
97.322, 5.34765625
97.342, 3.943359375
97.362, 2.662109375
97.382, 1.692382812
97.402, 1.1328125
97.422, 0.990234375
97.442, 1.251953125
97.463, 1.700195312
97.483, 2.1171875
97.503, 2.6015625
97.523, 3.208984375
97.543, 3.80078125
97.563, 4.16796875
97.583, 4.203125
97.603, 4.04296875
97.623, 3.689453125
97.643, 3.087890625
97.662, 2.38671875
97.682, 1.745117188
97.702, 1.287109375
97.722, 1.073242188
97.742, 1.053710938
97.762, 1.200195312
97.782, 1.481445312
97.802, 1.673828125
97.822, 1.686523438
97.842, 1.704101562
97.862, 1.797851562
97.882, 1.915039062
97.902, 2.04296875
97.922, 2.248046875
97.942, 2.59375
97.962, 2.982421875
97.982, 3.341796875
98.002, 3.703125
98.022, 4.0703125
98.042, 4.5
98.062, 4.87109375
98.082, 5.0390625
98.102, 5.1328125
98.122, 5.26953125
98.142, 5.484375
98.162, 5.796875
98.182, 6.1640625
98.202, 6.55078125
98.222, 6.94921875
98.242, 7.35546875
98.262, 7.8515625
98.282, 8.375
98.302, 8.8359375
98.322, 9.3515625
98.342, 9.9375
98.362, 10.4765625
98.382, 10.890625
98.402, 11
98.422, 10.875
98.442, 10.5703125
98.463, 10.046875
98.483, 9.515625
98.503, 9.1171875
98.523, 8.8984375
98.543, 8.8515625
98.563, 8.90625
98.583, 9.03125
98.603, 9.2578125
98.623, 9.6015625
98.643, 10.1328125
98.663, 10.703125
98.683, 10.96875
98.703, 10.90625
98.723, 10.6640625
98.743, 10.4609375
98.763, 10.265625
98.783, 9.7734375
98.803, 9.0234375
98.823, 8.25
98.843, 7.640625
98.863, 7.546875
98.883, 8.0390625
98.903, 8.875
98.923, 9.7421875
98.943, 10.4453125
98.963, 10.984375
98.983, 11.4609375
99.003, 11.9375
99.023, 12.2734375
99.043, 12.4609375
99.063, 12.640625
99.083, 12.625
99.103, 12.3125
99.123, 11.921875
99.143, 11.5390625
99.163, 11.1171875
99.183, 10.6015625
99.203, 10.03125
99.223, 9.5
99.243, 9.015625
99.262, 8.84375
99.282, 9.234375
99.302, 10.234375
99.322, 11.546875
99.342, 12.734375
99.362, 13.53125
99.382, 13.75
99.402, 13.453125
99.422, 12.984375
99.442, 12.4296875
99.463, 11.8984375
99.483, 11.5859375
99.503, 11.4296875
99.523, 11.3203125
99.543, 11.2421875
99.563, 11.3203125
99.583, 11.6953125
99.603, 12.2109375
99.623, 12.65625
99.643, 12.8125
99.663, 12.6875
99.683, 12.375
99.703, 11.8515625
99.723, 11.1328125
99.743, 10.34375
99.763, 9.6953125
99.783, 9.421875
99.803, 9.5546875
99.823, 9.984375
99.843, 10.4609375
99.862, 10.78125
99.882, 10.859375
99.902, 10.7578125
99.922, 10.6015625
99.942, 10.421875
99.962, 10.21875
99.982, 10
100.002, 9.7734375
100.022, 9.6484375
100.042, 9.6328125
100.063, 9.7109375
100.083, 9.7890625
100.103, 9.7890625
100.123, 9.6171875
100.143, 9.234375
100.163, 8.8515625
100.183, 8.7109375
100.203, 8.890625
100.223, 9.328125
100.243, 9.8359375
100.262, 10.2421875
100.282, 10.328125
100.302, 9.9921875
100.322, 9.2890625
100.342, 8.3046875
100.362, 7.23046875
100.382, 6.265625
100.402, 5.75390625
100.422, 5.9375
100.442, 6.83203125
100.462, 8.1953125
100.482, 9.703125
100.502, 11.1640625
100.522, 12.3828125
100.542, 13.2421875
100.562, 13.6640625
100.582, 13.5859375
100.602, 13.078125
100.622, 12.3203125
100.642, 11.7421875
100.662, 11.796875
100.682, 12.671875
100.702, 14.0859375
100.722, 15.4140625
100.742, 16.25
100.762, 16.484375
100.782, 16.25
100.802, 15.703125
100.822, 14.84375
100.842, 13.7890625
100.863, 12.7109375
100.883, 11.8203125
100.903, 11.34375
100.923, 11.4296875
100.943, 12.1640625
100.963, 13.53125
100.983, 15.4609375
101.003, 17.65625
101.023, 19.5625
101.043, 20.90625
101.063, 21.46875
101.083, 20.890625
101.103, 19.15625
101.123, 16.765625
101.143, 14.359375
101.163, 12.421875
101.183, 11.4921875
101.203, 11.9140625
101.223, 13.4140625
101.243, 15.2734375
101.262, 16.765625
101.282, 17.5
101.302, 17.5
101.322, 17
101.342, 16.125
101.362, 14.953125
101.382, 13.4296875
101.402, 11.6171875
101.422, 9.75
101.442, 8.03125
101.463, 6.609375
101.483, 5.703125
101.503, 5.40234375
101.523, 5.63671875
101.543, 6.3359375
101.563, 7.27734375
101.583, 8.234375
101.603, 9.1171875
101.623, 9.796875
101.643, 10.21875
101.662, 10.390625
101.682, 10.2109375
101.702, 9.6953125
101.722, 8.8828125
101.742, 7.69140625
101.762, 6.203125
101.782, 4.58984375
101.802, 3.068359375
101.822, 1.913085938
101.842, 1.271484375
101.862, 1.09375
101.882, 1.326171875
101.902, 1.819335938
101.922, 2.3203125
101.942, 2.68359375
101.962, 2.81640625
101.982, 2.720703125
102.002, 2.560546875
102.022, 2.478515625
102.042, 2.53515625
102.062, 2.748046875
102.082, 3.048828125
102.102, 3.361328125
102.122, 3.671875
102.142, 3.96484375
102.162, 4.21484375
102.182, 4.3828125
102.202, 4.328125
102.222, 3.91796875
102.242, 3.248046875
102.263, 2.47265625
102.283, 1.751953125
102.303, 1.174804688
102.323, 0.6157226562
102.343, 0.02285766602
102.363, -0.4143066406
102.383, -0.5766601562
102.403, -0.3828125
102.423, 0.2565917969
102.443, 1.205078125
102.463, 2.099609375
102.483, 2.69921875
102.503, 2.955078125
102.523, 2.91015625
102.543, 2.677734375
102.563, 2.328125
102.583, 1.826171875
102.603, 1.30078125
102.623, 0.888671875
102.643, 0.5693359375
102.663, 0.2844238281
102.683, -0.06829833984
102.703, -0.6235351562
102.723, -1.37890625
102.743, -2.0625
102.763, -2.310546875
102.783, -2.095703125
102.803, -1.6796875
102.823, -1.39453125
102.843, -1.52734375
102.863, -2.1484375
102.883, -3.052734375
102.903, -3.865234375
102.923, -4.2421875
102.943, -3.970703125
102.963, -3.107421875
102.983, -1.89453125
103.003, -0.5825195312
103.023, 0.6162109375
103.043, 1.497070312
103.063, 1.9921875
103.083, 2.21484375
103.103, 2.3125
103.123, 2.302734375
103.143, 2.17578125
103.163, 1.94140625
103.183, 1.484375
103.203, 0.720703125
103.223, -0.1793212891
103.243, -0.8852539062
103.263, -1.147460938
103.283, -0.896484375
103.303, -0.2263183594
103.323, 0.671875
103.343, 1.598632812
103.363, 2.44140625
103.383, 3.05078125
103.403, 3.2890625
103.423, 3.10546875
103.443, 2.58984375
103.463, 1.948242188
103.483, 1.323242188
103.503, 0.7446289062
103.523, 0.1708984375
103.543, -0.4028320312
103.563, -0.8891601562
103.583, -1.228515625
103.603, -1.448242188
103.623, -1.603515625
103.643, -1.756835938
103.663, -2.021484375
103.683, -2.439453125
103.703, -2.892578125
103.723, -3.212890625
103.743, -3.400390625
103.763, -3.6328125
103.783, -4.0078125
103.803, -4.34765625
103.823, -4.54296875
103.843, -4.67578125
103.863, -4.81640625
103.883, -4.84375
103.903, -4.74609375
103.923, -4.79296875
103.943, -5.04296875
103.963, -5.375
103.983, -5.69921875
104.003, -5.953125
104.023, -5.98046875
104.043, -5.90625
104.063, -5.92578125
104.083, -6.05859375
104.103, -6.22265625
104.123, -6.5390625
104.143, -7.02734375
104.163, -7.53515625
104.183, -8.0078125
104.203, -8.4296875
104.223, -8.59375
104.243, -8.3125
104.263, -7.8125
104.283, -7.26171875
104.303, -6.6328125
104.323, -6.07421875
104.343, -5.8671875
104.363, -5.94140625
104.383, -5.9765625
104.403, -6.1875
104.423, -6.9375
104.443, -8.0703125
104.463, -8.9609375
104.483, -9.3359375
104.503, -9.4921875
104.523, -9.6484375
104.543, -9.6484375
104.563, -9.5234375
104.583, -9.453125
104.603, -9.5
104.623, -9.53125
104.643, -9.5234375
104.663, -9.515625
104.683, -9.671875
104.703, -9.96875
104.723, -10.1875
104.743, -10.125
104.763, -9.921875
104.783, -9.8203125
104.803, -9.796875
104.823, -9.75
104.843, -9.78125
104.863, -10.0234375
104.883, -10.2421875
104.903, -10.2734375
104.923, -10.2109375
104.943, -10.3125
104.963, -10.6328125
104.983, -10.9921875
105.003, -11.21875
105.023, -11.234375
105.043, -10.9375
105.063, -10.34375
105.083, -9.703125
105.103, -9.21875
105.123, -9.0390625
105.143, -9.171875
105.163, -9.4921875
105.183, -10.0390625
105.203, -10.90625
105.223, -11.921875
105.243, -12.7421875
105.263, -13.2109375
105.283, -13.359375
105.303, -13.125
105.323, -12.5234375
105.343, -11.890625
105.363, -11.453125
105.383, -11.1875
105.403, -11.125
105.423, -11.3203125
105.443, -11.7421875
105.463, -12.3359375
105.483, -13.09375
105.503, -13.9453125
105.523, -14.828125
105.543, -15.7265625
105.563, -16.390625
105.583, -16.625
105.603, -16.734375
105.623, -17
105.643, -17.421875
105.663, -17.875
105.683, -18.1875
105.703, -18.078125
105.723, -17.484375
105.743, -16.765625
105.763, -16.0625
105.783, -15.3671875
105.803, -14.71875
105.823, -14.2734375
105.843, -14
105.863, -13.6328125
105.883, -13.1875
105.903, -12.8046875
105.923, -12.375
105.943, -11.828125
105.963, -11.2421875
105.983, -10.8671875
106.003, -10.71875
106.023, -10.890625
106.043, -11.703125
106.063, -13.0703125
106.083, -14.515625
106.103, -15.734375
106.123, -16.75
106.143, -17.5625
106.163, -17.984375
106.183, -18.078125
106.203, -18.28125
106.223, -18.65625
106.243, -19.015625
106.263, -19
106.283, -18.375
106.303, -17.21875
106.323, -15.671875
106.343, -14.015625
106.363, -12.53125
106.383, -11.46875
106.403, -10.96875
106.423, -11.171875
106.443, -12.125
106.463, -13.5078125
106.483, -14.6875
106.503, -15.1875
106.523, -15.140625
106.543, -14.8203125
106.563, -14.234375
106.583, -13.46875
106.603, -12.75
106.623, -12.140625
106.643, -11.484375
106.663, -10.8203125
106.683, -10.265625
106.703, -9.7109375
106.723, -9.125
106.743, -8.6796875
106.763, -8.5703125
106.783, -8.796875
106.803, -9.3125
106.823, -10.03125
106.843, -10.703125
106.863, -11.0234375
106.883, -10.9296875
106.903, -10.578125
106.923, -10.2578125
106.943, -9.9921875
106.963, -9.7421875
106.983, -9.6015625
107.003, -9.84375
107.023, -10.6328125
107.043, -11.78125
107.063, -13.1015625
107.083, -14.4296875
107.103, -15.6171875
107.123, -16.328125
107.143, -16.640625
107.163, -17.03125
107.183, -17.46875
107.203, -17.875
107.223, -18.3125
107.243, -18.6875
107.263, -18.484375
107.283, -17.6875
107.303, -16.890625
107.323, -16.625
107.343, -16.921875
107.363, -17.546875
107.383, -18.28125
107.403, -18.921875
107.423, -19.546875
107.443, -20.046875
107.463, -20.296875
107.483, -20.5
107.503, -20.84375
107.523, -21.203125
107.543, -21.28125
107.563, -20.953125
107.583, -20.328125
107.603, -19.59375
107.623, -18.890625
107.643, -18.265625
107.663, -17.765625
107.683, -17.40625
107.703, -17.15625
107.723, -16.875
107.743, -16.515625
107.763, -16.125
107.783, -15.90625
107.803, -15.75
107.823, -15.5390625
107.843, -15.3046875
107.863, -15.1640625
107.883, -15.125
107.903, -15.0625
107.923, -14.9375
107.943, -14.8671875
107.963, -15.0546875
107.983, -15.5546875
108.003, -16.140625
108.023, -16.6875
108.043, -17.40625
108.063, -18.28125
108.083, -18.953125
108.103, -19.0625
108.123, -18.890625
108.143, -18.796875
108.163, -18.796875
108.183, -18.734375
108.203, -18.59375
108.223, -18.421875
108.243, -18.234375
108.263, -18.125
108.283, -18.21875
108.303, -18.359375
108.323, -18.46875
108.343, -18.46875
108.363, -18.375
108.383, -18.25
108.403, -18.0625
108.423, -17.78125
108.443, -17.53125
108.463, -17.484375
108.483, -17.625
108.503, -17.796875
108.523, -17.78125
108.543, -17.53125
108.563, -17.3125
108.583, -17.25
108.603, -17.34375
108.623, -17.484375
108.643, -17.59375
108.663, -17.671875
108.683, -17.65625
108.703, -17.53125
108.723, -17.265625
108.743, -16.875
108.763, -16.53125
108.783, -16.375
108.803, -16.359375
108.823, -16.546875
108.843, -17.0625
108.863, -17.921875
108.883, -18.984375
108.903, -20.03125
108.923, -20.84375
108.943, -21.234375
108.963, -21.09375
108.983, -20.5625
109.003, -19.8125
109.023, -18.984375
109.043, -18.09375
109.063, -17.21875
109.083, -16.453125
109.103, -15.9453125
109.123, -15.765625
109.143, -15.828125
109.163, -16.03125
109.183, -16.34375
109.203, -16.625
109.223, -16.75
109.243, -16.765625
109.263, -16.765625
109.283, -16.859375
109.303, -17.203125
109.323, -17.71875
109.343, -18.203125
109.363, -18.578125
109.383, -18.828125
109.403, -18.890625
109.423, -18.859375
109.443, -18.828125
109.463, -18.90625
109.483, -19.171875
109.503, -19.75
109.523, -20.578125
109.543, -21.546875
109.563, -22.578125
109.583, -23.625
109.603, -24.671875
109.623, -25.75
109.643, -26.84375
109.663, -27.921875
109.683, -29.015625
109.703, -30.03125
109.723, -30.890625
109.743, -31.4375
109.763, -31.59375
109.783, -31.296875
109.803, -30.5
109.823, -29.234375
109.843, -27.78125
109.863, -26.4375
109.883, -25.40625
109.903, -24.75
109.923, -24.484375
109.943, -24.703125
109.963, -25.203125
109.983, -25.625
110.003, -25.734375
110.023, -25.5
110.043, -24.9375
110.063, -23.96875
110.083, -22.640625
110.103, -21.234375
110.123, -20.078125
110.143, -19.40625
110.163, -19.234375
110.183, -19.640625
110.203, -20.546875
110.223, -21.75
110.243, -22.96875
110.263, -23.9375
110.283, -24.484375
110.303, -24.6875
110.323, -24.65625
110.343, -24.390625
110.363, -23.796875
110.383, -22.828125
110.403, -21.609375
110.423, -20.328125
110.443, -18.953125
110.463, -17.171875
110.483, -14.765625
110.503, -12.03125
110.523, -9.3828125
110.543, -7.046875
110.563, -5.0546875
110.583, -3.3984375
110.603, -2.05078125
110.623, -1.033203125
110.643, -0.3996582031
110.663, -0.100769043
110.683, -0.006168365479
110.703, -0.007678985596
110.723, -0.007438659668
110.743, 0.02236938477
110.763, 0.08447265625
110.783, 0.2629394531
110.803, 0.7143554688
110.823, 1.525390625
110.843, 2.603515625
110.863, 3.775390625
110.883, 4.86328125
110.903, 5.70703125
110.923, 6.21875
110.943, 6.49609375
110.963, 6.7109375
110.983, 6.93359375
111.003, 7.12109375
111.023, 7.29296875
111.043, 7.5546875
111.063, 7.890625
111.083, 8.125
111.103, 8.1328125
111.123, 7.86328125
111.143, 7.25
111.163, 6.22265625
111.183, 4.90625
111.203, 3.609375
111.223, 2.587890625
111.243, 1.9375
111.263, 1.650390625
111.283, 1.616210938
111.303, 1.58984375
111.323, 1.303710938
111.343, 0.7138671875
111.363, -0.099609375
111.383, -0.9887695312
111.403, -1.693359375
111.423, -1.935546875
111.443, -1.491210938
111.463, -0.3103027344
111.483, 1.430664062
111.503, 3.556640625
111.523, 5.62890625
111.543, 7.15625
111.563, 8.109375
111.583, 8.703125
111.603, 9.0859375
111.623, 9.1796875
111.643, 8.796875
111.663, 7.98828125
111.683, 7.02734375
111.703, 6.203125
111.723, 5.66796875
111.743, 5.5859375
111.763, 6.1015625
111.783, 7.23828125
111.803, 8.734375
111.823, 10.1015625
111.843, 11.09375
111.863, 11.75
111.883, 12.25
111.903, 12.8046875
111.923, 13.3359375
111.943, 13.671875
111.963, 13.7421875
111.983, 13.5859375
112.003, 13.1796875
112.023, 12.453125
112.043, 11.5234375
112.063, 10.6640625
112.083, 10.0078125
112.103, 9.6484375
112.123, 9.6875
112.143, 10.1171875
112.163, 10.8125
112.183, 11.5
112.203, 12.109375
112.223, 12.8046875
112.243, 13.5546875
112.263, 14.2265625
112.283, 14.7734375
112.303, 15.2578125
112.323, 15.6796875
112.343, 16.078125
112.363, 16.453125
112.383, 16.609375
112.403, 16.578125
112.423, 16.640625
112.443, 16.78125
112.463, 16.625
112.483, 16.296875
112.503, 16.109375
112.523, 16.1875
112.543, 16.640625
112.563, 17.34375
112.583, 17.703125
112.603, 17.875
112.623, 18.765625
112.643, 20.375
112.663, 21.796875
112.683, 22.46875
112.703, 22.6875
112.723, 22.59375
112.743, 21.75
112.763, 20.4375
112.783, 19.1875
112.803, 18.265625
112.823, 17.78125
112.843, 17.625
112.863, 17.8125
112.883, 18.40625
112.903, 19.421875
112.923, 20.625
112.943, 21.59375
112.963, 22.046875
112.983, 22.234375
113.003, 22.3125
113.023, 22.140625
113.043, 21.671875
113.063, 20.984375
113.083, 20.375
113.103, 20.234375
113.123, 20.375
113.143, 20.296875
113.163, 20.015625
113.183, 19.875
113.203, 19.921875
113.223, 19.78125
113.243, 19.28125
113.263, 18.796875
113.283, 18.609375
113.303, 18.5625
113.323, 18.546875
113.343, 18.671875
113.363, 19.046875
113.383, 19.5
113.403, 19.9375
113.423, 20.53125
113.443, 21.5625
113.463, 22.890625
113.483, 24.234375
113.503, 25.453125
113.523, 26.421875
113.543, 27.15625
113.563, 27.546875
113.583, 27.296875
113.603, 26.5
113.623, 25.640625
113.643, 25
113.663, 24.453125
113.683, 23.875
113.703, 23.40625
113.723, 23.328125
113.743, 23.359375
113.763, 23.1875
113.783, 22.9375
113.803, 22.921875
113.823, 23.15625
113.843, 23.359375
113.863, 23.4375
113.883, 23.390625
113.903, 23.3125
113.923, 23.34375
113.943, 23.359375
113.963, 23.390625
113.983, 23.78125
114.003, 24.359375
114.023, 24.625
114.043, 24.3125
114.063, 23.671875
114.083, 23.125
114.103, 22.828125
114.123, 22.578125
114.143, 22.40625
114.163, 22.53125
114.183, 22.703125
114.203, 22.6875
114.223, 22.453125
114.243, 22.28125
114.263, 21.984375
114.283, 21.484375
114.303, 21
114.323, 20.71875
114.343, 20.71875
114.363, 20.96875
114.383, 21.171875
114.403, 21.203125
114.423, 20.921875
114.443, 20.234375
114.463, 19.328125
114.483, 18.546875
114.503, 18.640625
114.523, 19.78125
114.543, 21.125
114.563, 22.171875
114.583, 23.125
114.603, 23.5625
114.623, 22.796875
114.643, 21.21875
114.663, 19.625
114.683, 18.359375
114.703, 17.203125
114.723, 16.21875
114.743, 15.640625
114.763, 15.484375
114.783, 15.53125
114.803, 15.625
114.823, 15.8125
114.843, 16.109375
114.863, 16.4375
114.883, 16.6875
114.903, 16.59375
114.923, 16.203125
114.943, 15.8671875
114.963, 15.8671875
114.983, 16.0625
115.003, 16.3125
115.023, 16.90625
115.043, 17.9375
115.063, 18.90625
115.083, 19.546875
115.103, 19.984375
115.123, 20.28125
115.143, 20.34375
115.163, 20.140625
115.183, 19.796875
115.203, 19.359375
115.223, 18.8125
115.243, 18.15625
115.263, 17.359375
115.283, 16.53125
115.303, 15.8203125
115.323, 15.265625
115.343, 14.84375
115.363, 14.6328125
115.383, 14.6328125
115.403, 14.5390625
115.423, 14.1015625
115.443, 13.4921875
115.463, 13.078125
115.483, 13.25
115.503, 14.15625
115.523, 15.6328125
115.543, 17.3125
115.563, 18.828125
115.583, 19.859375
115.603, 20.265625
115.623, 20.125
115.643, 19.5625
115.663, 18.4375
115.683, 16.546875
115.703, 14.0625
115.723, 11.3359375
115.743, 8.7109375
115.763, 6.3671875
115.783, 4.5078125
115.803, 3.482421875
115.823, 3.61328125
115.843, 4.98046875
115.863, 7.328125
115.883, 10.21875
115.903, 13.109375
115.923, 15.4921875
115.943, 17.0625
115.963, 17.84375
115.983, 17.828125
116.003, 17.0625
116.023, 15.8828125
116.043, 14.5625
116.063, 13.0625
116.083, 11.3359375
116.103, 9.6015625
116.123, 8.21875
116.143, 7.34375
116.163, 6.90234375
116.183, 6.8046875
116.203, 7.1640625
116.223, 8.171875
116.243, 9.703125
116.263, 11.2734375
116.283, 12.375
116.303, 12.890625
116.323, 12.953125
116.343, 12.6796875
116.363, 12.171875
116.383, 11.5859375
116.403, 11.0625
116.423, 10.625
116.443, 10.3671875
116.463, 10.421875
116.483, 10.7890625
116.503, 11.390625
116.523, 12.1796875
116.543, 12.9921875
116.563, 13.6640625
116.583, 14.3046875
116.603, 15.015625
116.623, 15.78125
116.643, 16.53125
116.663, 17.1875
116.683, 17.671875
116.703, 17.984375
116.723, 18.1875
116.743, 18.25
116.763, 18.265625
116.783, 18.34375
116.803, 18.484375
116.823, 18.671875
116.843, 18.84375
116.863, 19.03125
116.883, 19.15625
116.903, 19.1875
116.923, 19.140625
116.943, 19
116.963, 18.8125
116.983, 18.546875
117.003, 18.125
117.023, 17.625
117.043, 17.296875
117.063, 17.1875
117.083, 17.125
117.103, 17.078125
117.123, 17.09375
117.143, 17.265625
117.163, 17.59375
117.183, 17.9375
117.203, 18.234375
117.223, 18.421875
117.243, 18.515625
117.263, 18.546875
117.283, 18.453125
117.303, 18.265625
117.323, 18.125
117.343, 18.140625
117.363, 18.140625
117.383, 18.125
117.403, 18.1875
117.423, 18.4375
117.443, 18.90625
117.463, 19.53125
117.483, 20.109375
117.503, 20.546875
117.523, 20.71875
117.543, 20.59375
117.563, 20.203125
117.583, 19.703125
117.603, 19.171875
117.623, 18.625
117.643, 18.0625
117.663, 17.5625
117.683, 17.171875
117.703, 16.796875
117.723, 16.296875
117.743, 15.65625
117.763, 14.859375
117.783, 13.8671875
117.803, 12.71875
117.823, 11.4453125
117.843, 10.109375
117.863, 8.8203125
117.883, 7.6953125
117.903, 6.796875
117.923, 6.02734375
117.943, 5.296875
117.963, 4.71484375
117.983, 4.2265625
118.003, 3.69921875
118.023, 3.146484375
118.043, 2.6484375
118.063, 2.201171875
118.083, 1.750976562
118.103, 1.219726562
118.123, 0.6459960938
118.143, 0.1770019531
118.163, -0.1848144531
118.183, -0.4907226562
118.203, -0.7856445312
118.223, -1.01953125
118.243, -1.0703125
118.263, -0.9750976562
118.283, -0.7866210938
118.303, -0.4919433594
118.323, -0.1279296875
118.343, 0.2658691406
118.363, 0.6787109375
118.383, 1.126953125
118.403, 1.633789062
118.423, 2.173828125
118.443, 2.67578125
118.463, 3.046875
118.483, 3.3203125
118.503, 3.634765625
118.523, 4.07421875
