time,rollRate
233.785, -15.734375
233.805, -15.7578125
233.825, -16.109375
233.845, -16.390625
233.865, -16.484375
233.885, -16.53125
233.905, -16.453125
233.925, -16.046875
233.945, -15.3984375
233.965, -14.671875
233.985, -13.9609375
234.005, -13.3828125
234.025, -13.0859375
234.045, -13
234.065, -12.9296875
234.085, -12.8046875
234.105, -12.609375
234.125, -12.2890625
234.145, -11.90625
234.165, -11.5859375
234.185, -11.125
234.205, -10.1640625
234.225, -9.015625
234.245, -8.140625
234.265, -7.66015625
234.285, -7.6171875
234.305, -8.203125
234.325, -9.4453125
234.345, -11.0625
234.365, -12.640625
234.385, -13.7890625
234.405, -14.4140625
234.425, -14.65625
234.445, -14.6796875
234.465, -14.625
234.485, -14.546875
234.505, -14.421875
234.525, -14.203125
234.545, -13.9140625
234.565, -13.6328125
234.585, -13.4375
234.605, -13.265625
234.625, -13.1328125
234.645, -13.0546875
234.665, -12.9609375
234.685, -12.7578125
234.705, -12.421875
234.725, -11.984375
234.745, -11.5703125
234.765, -11.40625
234.785, -11.734375
234.805, -12.6015625
234.825, -13.8203125
234.845, -15.1328125
234.865, -16.375
234.885, -17.5
234.905, -18.40625
234.925, -19
234.945, -19.15625
234.965, -19.015625
234.985, -18.953125
235.005, -19.203125
235.025, -19.515625
235.045, -19.34375
235.065, -18.3125
235.085, -16.65625
235.105, -14.7890625
235.125, -12.984375
235.145, -11.34375
235.165, -10.0546875
235.185, -9.5
235.205, -9.859375
235.225, -11
235.245, -12.6640625
235.265, -14.3984375
235.285, -15.7734375
235.305, -16.65625
235.325, -17.015625
235.345, -16.796875
235.365, -16.15625
235.385, -15.75
235.405, -16.078125
235.425, -16.828125
235.445, -17.8125
235.465, -18.71875
235.485, -18.765625
235.505, -17.859375
235.525, -16.546875
235.545, -15.484375
235.565, -14.9921875
235.585, -14.734375
235.605, -13.0390625
235.625, -9.7890625
235.645, -6.8359375
235.665, -5.03515625
235.685, -4.68359375
235.705, -5.8828125
235.725, -8.015625
235.745, -9.9296875
235.765, -10.6953125
235.785, -9.875
235.805, -7.62109375
235.825, -4.75
235.845, -2.076171875
235.865, 0.01194000244
235.885, 1.430664062
235.905, 2.30078125
235.925, 2.744140625
235.945, 2.732421875
235.965, 2.173828125
235.985, 1.103515625
236.005, -0.08813476562
236.025, -0.9028320312
236.045, -1.2890625
236.065, -1.630859375
236.085, -2.26171875
236.105, -3.2421875
236.125, -4.22265625
236.145, -4.6328125
236.165, -4.09765625
236.185, -2.7890625
236.205, -1.383789062
236.225, -0.3842773438
236.245, 0.05477905273
236.265, -0.19140625
236.285, -0.8857421875
236.305, -1.604492188
236.325, -2.12890625
236.345, -2.103515625
236.365, -1.18359375
236.385, -0.04104614258
236.405, 0.189453125
236.425, -0.2600097656
236.445, -0.87109375
236.465, -1.974609375
236.485, -3.513671875
236.505, -3.7421875
236.525, -2.759765625
236.545, -2.30859375
236.565, -2.09765625
236.585, -1.0546875
236.605, 0.002731323242
236.625, 0.5854492188
236.645, 1.223632812
236.665, 1.934570312
236.685, 2.376953125
236.705, 2.51171875
236.725, 2.15625
236.745, 1.083984375
236.765, -0.4506835938
236.785, -2.021484375
236.805, -3.283203125
236.825, -3.876953125
236.845, -3.4296875
236.865, -1.668945312
236.885, 1.215820312
236.905, 4.4609375
236.925, 7.27734375
236.945, 9.1875
236.965, 9.8671875
236.985, 9.4609375
237.005, 8.546875
237.025, 7.3046875
237.045, 5.7578125
237.065, 4.19140625
237.085, 2.791015625
237.105, 1.629882812
237.125, 1.317382812
237.145, 2.3203125
237.165, 3.888671875
237.185, 5.0078125
237.205, 5.3046875
237.225, 5.05859375
237.245, 4.93359375
237.265, 5.57421875
237.285, 7.1484375
237.305, 9.140625
237.325, 10.765625
237.345, 11.3359375
237.365, 10.546875
237.385, 8.9921875
237.405, 7.33203125
237.425, 5.75
237.445, 4.50390625
237.465, 4.12890625
237.485, 4.9140625
237.505, 6.4921875
237.525, 8.1796875
237.545, 9.421875
237.565, 10.078125
237.585, 10.546875
237.605, 11.0859375
237.625, 11.5703125
237.645, 11.875
237.665, 12.1015625
237.685, 12.3203125
237.705, 12.53125
237.725, 12.8828125
237.745, 13.640625
237.765, 14.9296875
237.785, 16.53125
237.805, 18.03125
237.825, 19.0625
237.845, 19.390625
237.865, 19
237.885, 18
237.905, 16.625
237.925, 15.09375
237.945, 13.3046875
237.965, 11.4375
237.985, 9.8984375
238.005, 8.6875
238.025, 7.37109375
238.045, 5.77734375
238.065, 4.7890625
238.085, 4.484375
238.105, 4.27734375
238.125, 4.05859375
238.145, 3.880859375
238.165, 3.623046875
238.185, 3.140625
238.205, 2.490234375
238.225, 1.794921875
238.245, 1.133789062
238.265, 0.5854492188
238.285, 0.1274414062
238.305, -0.2563476562
238.325, -0.4719238281
238.345, -0.4636230469
238.365, -0.3098144531
238.385, -0.1300048828
238.405, -0.01705932617
238.425, -0.06774902344
238.445, -0.3583984375
238.465, -0.8295898438
238.485, -1.298828125
238.505, -1.567382812
238.525, -1.62109375
238.545, -1.407226562
238.565, -0.8017578125
238.585, 0.00354385376
238.605, 0.7392578125
238.625, 1.181640625
238.645, 1.318359375
238.665, 1.473632812
238.685, 1.888671875
238.705, 2.609375
238.725, 3.541015625
238.745, 4.4765625
238.765, 5.1328125
238.785, 5.27734375
238.805, 4.84375
238.825, 3.990234375
238.845, 3.015625
238.865, 2.072265625
238.885, 1.262695312
238.905, 0.7055664062
238.925, 0.3571777344
238.945, 0.2829589844
238.965, 0.5122070312
238.985, 0.9702148438
239.005, 1.499023438
239.025, 1.942382812
239.045, 2.296875
239.065, 2.546875
239.085, 2.564453125
239.105, 2.2734375
239.125, 1.73828125
239.145, 1.06640625
239.165, 0.3193359375
239.185, -0.3698730469
239.205, -0.4028320312
239.225, 0.5317382812
239.245, 2.01953125
239.265, 3.560546875
239.285, 5.04296875
239.305, 6.12890625
239.325, 6.40234375
239.345, 5.7734375
239.365, 4.4453125
239.385, 2.87109375
239.405, 1.473632812
239.425, 0.4548339844
239.445, -0.121887207
239.465, -0.2736816406
239.485, -0.1243286133
239.505, 0.1333007812
239.525, 0.4045410156
239.545, 0.6142578125
239.565, 0.6489257812
239.585, 0.6123046875
239.605, 0.6411132812
239.625, 0.623046875
239.645, 0.3569335938
239.665, -0.1087646484
239.685, -0.5708007812
239.705, -1.033203125
239.725, -1.447265625
239.745, -1.647460938
239.765, -1.571289062
239.785, -1.17578125
239.805, -0.4291992188
239.825, 0.6923828125
239.845, 2.111328125
239.865, 3.4765625
239.885, 4.51171875
239.905, 4.91796875
239.925, 4.50390625
239.945, 3.3984375
239.965, 1.991210938
239.985, 0.7250976562
240.005, -0.1195678711
240.025, -0.4582519531
240.045, -0.4108886719
240.065, -0.2294921875
240.085, -0.2313232422
240.105, -0.5991210938
240.125, -1.303710938
240.145, -2.224609375
240.165, -3.1796875
240.185, -3.962890625
240.205, -4.3515625
240.225, -4.265625
240.245, -3.75390625
240.265, -2.81640625
240.285, -1.65625
240.305, -0.4748535156
240.325, 0.7763671875
240.345, 2.025390625
240.365, 3.04296875
240.385, 3.67578125
240.405, 4.09375
240.425, 4.6015625
240.445, 5.265625
240.465, 5.96875
240.485, 6.59765625
240.505, 7.203125
240.525, 7.84765625
240.545, 8.4453125
240.565, 8.9765625
240.585, 9.4765625
240.605, 9.9296875
240.625, 10.28125
240.645, 10.484375
240.666, 10.5078125
240.686, 10.3984375
240.706, 10.234375
240.726, 10.1015625
240.746, 10.078125
240.766, 10.1953125
240.786, 10.359375
240.806, 10.4765625
240.826, 10.5703125
240.846, 10.6484375
240.865, 10.65625
240.885, 10.5546875
240.905, 10.375
240.925, 10.09375
240.945, 9.6171875
240.965, 8.9140625
240.985, 8.0546875
241.005, 7.19140625
241.025, 6.44140625
241.045, 5.890625
241.065, 5.60546875
241.085, 5.609375
241.105, 5.890625
241.125, 6.359375
241.145, 6.91015625
241.165, 7.46875
241.185, 7.98828125
241.205, 8.421875
241.225, 8.7421875
241.245, 8.96875
241.265, 9.0546875
241.285, 8.984375
241.305, 8.859375
241.325, 8.8046875
241.345, 8.9140625
241.365, 9.203125
241.385, 9.609375
241.405, 10.0234375
241.425, 10.390625
241.445, 10.6796875
241.465, 10.8046875
241.485, 10.8515625
241.505, 10.9765625
241.525, 11.15625
241.545, 11.2890625
241.565, 11.328125
241.585, 11.3046875
241.605, 11.1484375
241.625, 10.859375
241.645, 10.5625
241.665, 10.4140625
241.685, 10.4375
241.705, 10.4765625
241.725, 10.453125
241.745, 10.328125
241.765, 10.0234375
241.785, 9.515625
241.805, 8.8828125
241.825, 8.171875
241.845, 7.38671875
241.865, 6.63671875
241.885, 6.015625
241.905, 5.44921875
241.925, 4.921875
241.945, 4.5078125
241.965, 4.3125
241.985, 4.35546875
242.005, 4.5390625
242.025, 4.75390625
242.045, 4.88671875
242.066, 4.8984375
242.086, 4.83203125
242.106, 4.80078125
242.126, 4.94921875
242.146, 5.34375
242.166, 5.80859375
242.186, 6.15234375
242.206, 6.390625
242.226, 6.65625
242.246, 7.0703125
242.266, 7.671875
242.286, 8.3515625
242.306, 9.015625
242.326, 9.5703125
242.346, 9.875
242.366, 9.9140625
242.386, 9.8203125
242.406, 9.703125
242.426, 9.5703125
242.446, 9.3359375
242.466, 8.921875
242.486, 8.328125
242.506, 7.625
242.526, 6.875
242.546, 6.140625
242.566, 5.4296875
242.586, 4.72265625
242.606, 4.109375
242.626, 3.603515625
242.646, 3.162109375
242.666, 2.736328125
242.686, 2.10546875
242.706, 1.166015625
242.726, 0.1066894531
242.746, -0.8120117188
242.766, -1.379882812
242.786, -1.515625
242.806, -1.276367188
242.826, -0.8125
242.846, -0.314453125
242.866, -0.06878662109
242.886, -0.2354736328
242.906, -0.7104492188
242.926, -1.236328125
242.946, -1.65234375
242.966, -2.013671875
242.986, -2.283203125
243.006, -2.265625
243.026, -1.969726562
243.046, -1.559570312
243.066, -1.138671875
243.086, -0.6831054688
243.106, -0.2067871094
243.126, 0.1766357422
243.146, 0.5087890625
243.166, 0.9077148438
243.186, 1.438476562
243.206, 2.015625
243.226, 2.49609375
243.246, 2.900390625
243.266, 3.34765625
243.286, 3.8359375
243.306, 4.33203125
243.326, 4.984375
243.346, 5.78515625
243.366, 6.48828125
243.386, 7.15625
243.406, 7.87890625
243.426, 8.296875
243.446, 8.2734375
243.466, 8.1015625
243.486, 7.921875
243.506, 7.6171875
243.526, 7.21875
243.546, 6.8828125
243.566, 6.87109375
243.586, 7.1875
243.606, 7.4296875
243.626, 7.42578125
243.646, 7.4375
243.666, 7.59765625
243.686, 7.82421875
243.706, 8.1015625
243.726, 8.453125
243.746, 8.8203125
243.766, 9.21875
243.786, 9.671875
243.806, 10.15625
243.826, 10.4921875
243.846, 10.6796875
243.866, 10.921875
243.886, 11.3984375
243.906, 12.1640625
243.926, 13.0859375
243.946, 14.015625
243.966, 14.8125
243.986, 15.390625
244.006, 15.7109375
244.026, 15.828125
244.046, 15.8828125
244.066, 15.9921875
244.086, 16.171875
244.106, 16.390625
244.126, 16.703125
244.146, 17.078125
244.166, 17.484375
244.186, 17.8125
244.206, 17.96875
244.226, 17.9375
244.246, 17.671875
244.266, 17.171875
244.286, 16.421875
244.306, 15.421875
244.326, 14.3671875
244.346, 13.4375
244.366, 12.6015625
244.386, 11.8828125
244.406, 11.3671875
244.426, 11.1015625
244.446, 11.09375
244.466, 11.2578125
244.486, 11.4921875
244.506, 11.8515625
244.526, 12.3125
244.546, 12.7890625
244.566, 13.2109375
244.586, 13.453125
244.606, 13.40625
244.626, 12.96875
244.646, 12.28125
244.666, 11.7578125
244.686, 11.34375
244.706, 10.71875
244.726, 9.6953125
244.746, 8.296875
244.766, 6.8359375
244.786, 5.70703125
244.806, 5.15234375
244.826, 5.07421875
244.846, 5.08203125
244.866, 4.7578125
244.886, 4.05078125
244.906, 3.171875
244.926, 2.328125
244.946, 1.581054688
244.966, 0.9375
244.986, 0.5991210938
245.006, 0.8237304688
245.026, 1.686523438
245.046, 3.001953125
245.066, 4.51953125
245.086, 6.05859375
245.106, 7.44921875
245.126, 8.671875
245.146, 9.734375
245.166, 10.546875
245.186, 11.015625
245.206, 11.140625
245.226, 11.015625
245.246, 10.8359375
245.266, 10.71875
245.286, 10.5234375
245.306, 10.015625
245.326, 9.03125
245.346, 7.50390625
245.366, 5.56640625
245.386, 3.48046875
245.406, 1.41015625
245.426, -0.6259765625
245.446, -2.640625
245.466, -4.51953125
245.486, -6.046875
245.506, -7.0390625
245.526, -7.48828125
245.546, -7.5859375
245.566, -7.609375
245.586, -7.69921875
245.606, -7.78515625
245.626, -7.6796875
245.646, -7.16796875
245.666, -6.2109375
245.686, -4.98828125
245.706, -3.6953125
245.726, -2.42578125
245.746, -1.2578125
245.766, -0.1960449219
245.786, 0.7905273438
245.806, 1.692382812
245.826, 2.365234375
245.846, 2.611328125
245.866, 2.4453125
245.886, 2.03515625
245.906, 1.56640625
245.926, 1.104492188
245.946, 0.6245117188
245.966, 0.06146240234
245.986, -0.6186523438
246.006, -1.33984375
246.026, -1.951171875
246.046, -2.294921875
246.066, -2.27734375
246.086, -1.939453125
246.106, -1.3984375
246.126, -0.7265625
246.146, 0.09075927734
246.166, 1.108398438
246.186, 2.349609375
246.206, 3.693359375
246.226, 4.953125
246.246, 6.12890625
246.266, 7.34765625
246.286, 8.703125
246.306, 10.1328125
246.326, 11.5
246.346, 12.6328125
246.366, 13.4140625
246.386, 13.8125
246.406, 13.8828125
246.426, 13.703125
246.446, 13.296875
246.466, 12.640625
246.486, 11.765625
246.506, 10.734375
246.526, 9.6328125
246.546, 8.515625
246.566, 7.73046875
246.586, 7.59765625
246.606, 7.82421875
246.626, 7.66015625
246.646, 6.64453125
246.666, 4.74609375
246.686, 2.34765625
246.706, 0.06365966797
246.726, -1.561523438
246.746, -2.240234375
246.766, -2.0078125
246.786, -0.982421875
246.806, 0.544921875
246.826, 2.12109375
246.846, 3.302734375
246.866, 3.75
246.886, 3.4296875
246.906, 2.59375
246.926, 1.513671875
246.946, 0.3129882812
246.966, -0.8818359375
246.986, -2.05859375
247.006, -3.27734375
247.026, -4.23828125
247.046, -4.625
247.066, -4.58984375
247.086, -4.40234375
247.106, -3.791015625
247.126, -2.685546875
247.146, -1.458007812
247.166, -0.6831054688
247.186, -0.9375
247.206, -2.447265625
247.226, -4.81640625
247.246, -7.28125
247.266, -9.3046875
247.286, -10.5390625
247.306, -10.6953125
247.326, -9.875
247.346, -8.34375
247.366, -6.43359375
247.386, -4.6171875
247.406, -3.537109375
247.426, -3.669921875
247.446, -5.04296875
247.466, -7.2734375
247.486, -9.828125
247.506, -12.1875
247.526, -13.984375
247.546, -15.1328125
247.566, -15.8203125
247.586, -16.40625
247.606, -17.1875
247.626, -18.28125
247.646, -19.734375
247.666, -21.65625
247.686, -23.90625
247.706, -26.09375
247.726, -27.75
247.746, -28.5
247.766, -28.359375
247.786, -27.359375
247.806, -25.421875
247.826, -22.765625
247.846, -19.90625
247.866, -17.328125
247.886, -15.03125
247.906, -13.0859375
247.926, -11.8125
247.946, -11.515625
247.966, -12.3359375
247.986, -14.2734375
248.006, -17.28125
248.026, -21.125
248.046, -25.359375
248.066, -29.234375
248.086, -32.09375
248.106, -33.6875
248.126, -34.3125
248.146, -34.0625
248.166, -33.15625
248.186, -32.34375
248.206, -32.125
248.226, -32.15625
248.246, -32.25
248.266, -32.625
248.286, -33.71875
248.306, -35.5
248.326, -37.5625
248.346, -39.53125
248.366, -41.3125
248.386, -42.96875
248.406, -44.53125
248.426, -46.09375
248.446, -47.65625
248.466, -49.125
248.486, -50.59375
248.506, -52.1875
248.526, -53.6875
248.546, -54.96875
248.566, -56.0625
248.586, -57
248.606, -57.5625
248.626, -57.5
248.646, -56.8125
248.666, -55.59375
248.686, -53.78125
248.706, -51.65625
248.726, -49.71875
248.746, -48.375
248.766, -47.59375
248.786, -47.1875
248.806, -46.8125
248.826, -46.3125
248.846, -45.5
248.866, -44.3125
248.886, -42.96875
248.906, -41.75
248.926, -40.8125
248.946, -40.03125
248.966, -39.15625
248.986, -38.09375
249.006, -36.71875
249.026, -35.21875
249.046, -33.8125
249.066, -32.5625
249.086, -31.296875
249.106, -30.109375
249.126, -29.140625
249.146, -28.640625
249.166, -28.546875
249.186, -28.5625
249.206, -28.28125
249.226, -27.515625
249.246, -26.265625
249.266, -24.609375
249.286, -22.796875
249.306, -21.109375
249.326, -19.515625
249.346, -17.984375
249.366, -16.71875
249.386, -15.78125
249.406, -15.109375
249.426, -14.171875
249.446, -11.6875
249.466, -7.5546875
249.486, -3.09765625
249.506, 0.6479492188
249.526, 2.818359375
249.546, 3.072265625
249.566, 2.05859375
249.586, 0.4846191406
249.606, -1.006835938
249.626, -1.431640625
249.646, 0.1127319336
249.666, 3.994140625
249.686, 9.8984375
249.706, 16.640625
249.726, 22.5
249.746, 25.953125
249.766, 26.109375
249.786, 22.9375
249.806, 17.140625
249.826, 10.0390625
249.846, 3.171875
249.866, -2.19921875
249.886, -5.390625
249.906, -6.29296875
249.926, -5.26953125
249.946, -3.138671875
249.966, -0.845703125
249.986, 0.9970703125
250.006, 2.26953125
250.026, 3.01171875
250.046, 3.44921875
250.066, 3.9140625
250.086, 4.73828125
250.106, 5.98046875
250.126, 7.3046875
250.146, 8.265625
250.166, 8.8359375
250.186, 9.1875
250.206, 9.28125
250.226, 9.1328125
250.246, 8.8515625
250.266, 8.5625
250.286, 8.265625
250.306, 7.87890625
250.326, 7.27734375
250.346, 6.3125
250.366, 4.96875
250.386, 3.400390625
250.406, 1.844726562
250.426, 0.330078125
250.446, -1.271484375
250.466, -2.927734375
250.486, -4.515625
250.506, -5.7890625
250.526, -6.49609375
250.546, -6.6875
250.566, -6.67578125
250.586, -6.9375
250.606, -7.4609375
250.626, -7.94140625
250.646, -8.2265625
250.666, -7.9765625
250.686, -7.05859375
250.706, -5.52734375
250.726, -3.943359375
250.746, -2.931640625
250.766, -2.60546875
250.786, -2.8828125
250.806, -3.505859375
250.826, -4.109375
250.846, -4.21484375
250.866, -3.44140625
250.886, -2.4609375
250.906, -2.306640625
250.926, -3.19140625
250.946, -5.05859375
250.966, -7.98046875
250.986, -10.7890625
251.006, -11.4140625
251.026, -9.890625
251.046, -7.76953125
251.066, -6.08203125
251.086, -4.65234375
251.106, -3.068359375
251.126, -1.015625
251.146, 1.944335938
251.166, 5.79296875
251.186, 9.953125
251.206, 13.9140625
251.226, 17.078125
251.246, 18.921875
251.266, 19.296875
251.286, 18.40625
251.306, 16.71875
251.326, 14.9296875
251.346, 13.78125
251.366, 13.5234375
251.386, 13.84375
251.406, 14.6640625
251.426, 15.9921875
251.446, 17.5
251.466, 19.09375
251.486, 20.921875
251.506, 23.078125
251.526, 25.453125
251.546, 27.8125
251.566, 29.9375
251.586, 31.640625
251.606, 32.8125
251.626, 33.40625
251.646, 33.5625
251.666, 33.71875
251.686, 34.34375
251.706, 35.5625
251.726, 37.15625
251.746, 38.5
251.766, 39
251.786, 38.40625
251.806, 36.84375
251.826, 35.09375
251.846, 33.9375
251.866, 33.5
251.886, 33.34375
251.906, 33
251.926, 32.28125
251.946, 31.21875
251.966, 30.140625
251.986, 29.375
252.006, 28.96875
252.026, 28.8125
252.046, 28.96875
252.066, 29.5625
252.086, 30.65625
252.106, 32.1875
252.126, 34.03125
252.146, 36.0625
252.166, 38.03125
252.186, 39.6875
252.206, 40.90625
252.226, 41.6875
252.246, 42.1875
252.266, 42.5
252.286, 42.5625
252.306, 42.15625
252.326, 41.15625
252.346, 39.90625
252.366, 38.6875
252.386, 37.6875
252.406, 36.9375
252.426, 36.4375
252.446, 36.125
252.466, 35.96875
252.486, 35.8125
252.506, 35.375
252.526, 34.3125
252.546, 32.625
252.566, 30.65625
252.586, 28.75
252.606, 27.328125
252.626, 26.78125
252.646, 27.25
252.666, 28.453125
252.686, 29.796875
252.706, 30.625
252.726, 30.546875
252.746, 29.515625
252.766, 27.796875
252.786, 25.828125
252.806, 24.0625
252.826, 22.796875
252.846, 21.9375
252.866, 21.203125
252.886, 20.53125
252.906, 20.0625
252.926, 19.9375
252.946, 20.03125
252.966, 19.984375
252.986, 19.71875
253.006, 19.59375
253.026, 19.984375
253.046, 20.9375
253.066, 22.171875
253.086, 23.265625
253.106, 23.609375
253.126, 22.765625
253.146, 20.96875
253.166, 19.0625
253.186, 17.828125
253.206, 17.5
253.226, 17.8125
253.246, 18.09375
253.266, 17.671875
253.286, 16.34375
253.306, 14.40625
253.326, 12.3984375
253.346, 10.8125
253.366, 9.8046875
253.386, 9.25
253.406, 8.8984375
253.426, 8.640625
253.446, 8.578125
253.466, 8.8984375
253.486, 9.65625
253.506, 10.75
253.526, 11.96875
253.546, 13.1171875
253.566, 14.1484375
253.586, 15.0625
253.606, 15.65625
253.626, 15.734375
253.646, 15.40625
253.666, 14.9921875
253.686, 14.53125
253.706, 13.8125
253.726, 12.8046875
253.746, 11.6171875
253.766, 10.4609375
253.786, 9.6328125
253.806, 9.2734375
253.826, 9.2421875
253.846, 9.28125
253.866, 9.2109375
253.886, 8.9375
253.906, 8.5
253.926, 8.0625
253.946, 7.82421875
253.966, 7.9765625
253.986, 8.578125
254.006, 9.390625
254.026, 10.046875
254.046, 10.6953125
254.066, 11.5
254.086, 11.9609375
254.106, 12.1328125
254.126, 12.21875
254.146, 11.8125
254.166, 10.7265625
254.186, 9.6796875
254.206, 9.1015625
254.226, 8.5546875
254.246, 7.890625
254.266, 7.37109375
254.286, 6.9765625
254.306, 6.42578125
254.326, 5.875
254.346, 5.6328125
254.366, 5.68359375
254.386, 5.79296875
254.406, 6.265625
254.426, 7.2890625
254.446, 8.2890625
254.466, 8.734375
254.486, 8.5546875
254.506, 7.98046875
254.526, 7.3203125
254.546, 6.83984375
254.566, 6.63671875
254.586, 6.65234375
254.606, 6.7578125
254.626, 6.8828125
254.646, 7.03125
254.666, 7.25
254.686, 7.51171875
254.706, 7.71875
254.726, 7.77734375
254.746, 7.67578125
254.766, 7.44140625
254.786, 7.18359375
254.806, 6.92578125
254.826, 6.3984375
254.846, 5.46484375
254.866, 4.34765625
254.886, 3.271484375
254.906, 2.357421875
254.926, 1.762695312
254.946, 1.7578125
254.966, 2.41796875
254.986, 3.46875
255.006, 4.53125
255.026, 5.36328125
255.046, 5.80078125
255.066, 5.98828125
255.086, 6.40234375
255.106, 6.98046875
255.126, 6.921875
255.146, 5.81640625
255.166, 4.67578125
255.186, 4.11328125
255.206, 3.984375
255.226, 4.10546875
255.246, 4.453125
255.266, 4.79296875
255.286, 5.04296875
255.306, 5.484375
255.326, 6.33984375
255.346, 7.5234375
255.366, 8.7734375
255.386, 9.6953125
255.406, 10.125
255.426, 10.0546875
255.446, 9.4921875
255.466, 8.4296875
255.486, 6.98828125
255.506, 5.35546875
255.526, 3.859375
255.546, 2.8203125
255.566, 2.353515625
255.586, 2.34765625
255.606, 2.67578125
255.626, 3.173828125
255.646, 3.67578125
255.666, 4.11328125
255.686, 4.51171875
255.706, 4.9375
255.726, 5.375
255.746, 5.7890625
255.766, 6.078125
255.786, 6.171875
255.806, 6.31640625
255.826, 6.64453125
255.846, 6.91015625
255.866, 6.9140625
255.886, 6.71484375
255.906, 6.45703125
255.926, 6.1640625
255.946, 5.8125
255.966, 5.546875
255.986, 5.51171875
256.006, 5.66796875
256.026, 5.9921875
256.046, 6.48046875
256.066, 7.09375
256.086, 7.6328125
256.106, 7.6484375
256.126, 7.0546875
256.146, 6.30078125
256.166, 5.765625
256.186, 5.43359375
256.206, 5.1796875
256.226, 5.1171875
256.246, 5.3515625
256.266, 5.6171875
256.286, 5.6328125
256.306, 5.50390625
256.326, 5.37109375
256.346, 5.078125
256.366, 4.515625
256.386, 3.8515625
256.406, 3.341796875
256.426, 3.09375
256.446, 3.109375
256.466, 3.232421875
256.486, 3.328125
256.506, 3.43359375
256.526, 3.6171875
256.546, 3.861328125
256.566, 4.078125
256.586, 4.12890625
256.606, 4.06640625
256.626, 4.31640625
256.646, 4.84765625
256.666, 5.1953125
256.686, 5.34765625
256.706, 5.69921875
256.726, 6.20703125
256.746, 6.53515625
256.766, 6.55859375
256.786, 6.54296875
256.806, 6.66015625
256.826, 6.6953125
256.846, 6.4140625
256.866, 6.0625
256.886, 5.890625
256.906, 5.79296875
256.926, 5.66015625
256.946, 5.53515625
256.966, 5.4453125
256.986, 5.44921875
257.006, 5.69921875
257.026, 5.99609375
257.046, 5.98046875
257.066, 5.75
257.086, 5.515625
257.106, 5.0859375
257.126, 4.4453125
257.146, 3.841796875
257.166, 3.404296875
257.186, 3.154296875
257.206, 3.0859375
257.226, 3.169921875
257.246, 3.427734375
257.266, 3.921875
257.286, 4.49609375
257.306, 4.921875
257.326, 5.26953125
257.346, 5.671875
257.366, 6.08984375
257.386, 6.5390625
257.406, 6.8359375
257.426, 6.6484375
257.446, 6.1328125
257.466, 5.703125
257.486, 5.25390625
257.506, 4.6171875
257.526, 4.01171875
257.546, 3.580078125
257.566, 3.16015625
257.586, 2.73046875
257.606, 2.453125
257.626, 2.2890625
257.646, 2.123046875
257.666, 2.130859375
257.686, 2.634765625
257.706, 3.63671875
257.726, 4.84765625
257.746, 5.99609375
257.766, 7.0234375
257.786, 7.890625
257.806, 8.3125
257.826, 8.1015625
257.846, 7.75390625
257.866, 7.47265625
257.886, 6.7578125
257.906, 5.94140625
257.926, 6.03125
257.946, 6.6015625
257.966, 6.55859375
257.986, 5.4765625
258.006, 3.537109375
258.026, 1.11328125
258.046, -1.407226562
258.066, -3.443359375
258.086, -4.67578125
258.106, -5.03515625
258.126, -4.37890625
258.146, -2.740234375
258.166, -0.6000976562
258.186, 1.525390625
258.206, 3.404296875
258.226, 4.77734375
258.246, 5.26953125
258.266, 4.8359375
258.286, 3.703125
258.306, 1.897460938
258.326, -0.3942871094
258.346, -2.6953125
258.366, -4.5390625
258.386, -5.65234375
258.406, -5.984375
258.426, -5.65625
258.446, -4.96484375
258.466, -4.125
258.486, -2.93359375
258.506, -1.319335938
258.526, 0.4982910156
258.546, 2.201171875
258.566, 3.40625
258.586, 4.05078125
258.606, 4.5078125
258.626, 4.8828125
258.646, 5.03515625
258.666, 4.79296875
258.686, 3.921875
258.706, 2.556640625
258.726, 1.282226562
258.746, 0.4091796875
258.766, -0.1617431641
258.786, -0.6000976562
258.806, -1.018554688
258.826, -1.471679688
258.846, -1.889648438
258.866, -1.899414062
258.886, -1.181640625
258.906, 0.06884765625
258.926, 1.516601562
258.946, 2.98046875
258.966, 4.1484375
258.986, 4.6796875
259.006, 4.67578125
259.026, 4.2109375
259.046, 3.1875
259.066, 1.901367188
259.086, 0.7114257812
259.106, -0.4973144531
259.126, -1.939453125
259.146, -3.5390625
259.166, -5.0546875
259.186, -6.27734375
259.206, -6.92578125
259.226, -6.67578125
259.246, -5.53125
259.266, -3.796875
259.286, -1.919921875
259.306, -0.517578125
259.326, 0.01829528809
259.346, -0.384765625
259.366, -1.604492188
259.386, -3.337890625
259.406, -5.34765625
259.426, -7.4375
259.446, -9.3046875
259.466, -10.6171875
259.486, -11.1484375
259.506, -10.859375
259.526, -9.890625
259.546, -8.5625
259.566, -7.15234375
259.586, -5.8125
259.606, -4.66796875
259.626, -3.845703125
259.646, -3.427734375
259.666, -3.41015625
259.686, -3.7109375
259.706, -4.1640625
259.726, -4.65234375
259.746, -5.171875
259.766, -5.73046875
259.786, -6.3359375
259.806, -6.984375
259.826, -7.61328125
259.846, -8.125
259.866, -8.53125
259.886, -8.8828125
259.906, -9.171875
259.926, -9.34375
259.946, -9.4296875
259.966, -9.6328125
259.986, -10.140625
260.006, -10.6015625
260.026, -10.7890625
260.046, -10.875
260.066, -10.9609375
260.086, -10.9609375
260.106, -11.0390625
260.126, -11.1796875
