time,itow,lat,lon,alt,speed,accuracy
74.609, 563554264, 40.6134626, -3.5826958, 670.3936043, 20.696, 1.190
74.709, 563554364, 40.6134452, -3.5826865, 670.3639250, 20.695, 1.180
74.809, 563554464, 40.6134280, -3.5826771, 670.3215588, 20.566, 1.180
74.909, 563554564, 40.6134107, -3.5826679, 670.3071288, 20.561, 1.180
75.009, 563554664, 40.6133934, -3.5826586, 670.2916773, 20.594, 1.180
75.109, 563554764, 40.6133755, -3.5826492, 670.2539172, 20.808, 1.170
75.209, 563554864, 40.6133579, -3.5826402, 670.1886344, 20.817, 1.170
75.309, 563554964, 40.6133403, -3.5826310, 670.2004552, 20.850, 1.170
75.409, 563555064, 40.6133228, -3.5826220, 670.1835574, 20.829, 1.170
75.509, 563555164, 40.6133056, -3.5826132, 670.1513979, 20.659, 1.170
75.609, 563555264, 40.6132881, -3.5826041, 670.1203604, 20.734, 1.170
75.709, 563555364, 40.6132707, -3.5825952, 670.1267121, 20.677, 1.169
75.809, 563555464, 40.6132533, -3.5825862, 670.0817748, 20.701, 1.160
75.909, 563555564, 40.6132359, -3.5825772, 670.0711985, 20.697, 1.160
76.009, 563555664, 40.6132186, -3.5825684, 670.0532808, 20.649, 1.160
76.109, 563555764, 40.6132012, -3.5825595, 670.0384307, 20.646, 1.160
76.209, 563555864, 40.6131837, -3.5825506, 670.0340826, 20.678, 1.160
76.309, 563555964, 40.6131663, -3.5825418, 670.0051859, 20.690, 1.160
76.409, 563556064, 40.6131489, -3.5825330, 669.9803496, 20.623, 1.153
76.509, 563556164, 40.6131311, -3.5825241, 669.9497390, 20.767, 1.150
76.609, 563556264, 40.6131139, -3.5825155, 669.9398581, 20.656, 1.150
76.709, 563556364, 40.6130962, -3.5825065, 669.8971894, 20.710, 1.150
76.809, 563556464, 40.6130789, -3.5824979, 669.8801786, 20.669, 1.150
76.909, 563556564, 40.6130614, -3.5824892, 669.8671602, 20.655, 1.150
77.009, 563556664, 40.6130437, -3.5824805, 669.8445148, 20.683, 1.150
77.109, 563556764, 40.6130263, -3.5824719, 669.8521294, 20.691, 1.150
77.209, 563556864, 40.6130087, -3.5824631, 669.8164713, 20.708, 1.140
77.309, 563556964, 40.6129911, -3.5824543, 669.8974170, 20.793, 1.140
77.409, 563557064, 40.6129736, -3.5824455, 669.8796497, 20.763, 1.140
77.509, 563557164, 40.6129561, -3.5824366, 669.8340938, 20.734, 1.140
77.609, 563557264, 40.6129387, -3.5824278, 669.8198412, 20.723, 1.140
77.709, 563557364, 40.6129211, -3.5824190, 669.7848481, 20.724, 1.140
77.809, 563557464, 40.6129038, -3.5824101, 669.7447378, 20.673, 1.140
77.909, 563557564, 40.6128864, -3.5824012, 669.7250554, 20.656, 1.140
78.009, 563557664, 40.6128689, -3.5823921, 669.6748894, 20.669, 1.130
78.109, 563557764, 40.6128514, -3.5823829, 669.6607230, 20.709, 1.130
78.209, 563557864, 40.6128341, -3.5823737, 669.6271712, 20.687, 1.130
78.309, 563557964, 40.6128167, -3.5823643, 669.5775601, 20.694, 1.130
78.409, 563558064, 40.6127994, -3.5823550, 669.5295369, 20.634, 1.130
78.509, 563558164, 40.6127822, -3.5823455, 669.4994717, 20.685, 1.120
78.609, 563558264, 40.6127648, -3.5823358, 669.4446767, 20.717, 1.120
78.709, 563558364, 40.6127479, -3.5823263, 669.4667229, 20.578, 1.120
78.809, 563558464, 40.6127305, -3.5823162, 669.4223638, 20.702, 1.120
78.909, 563558564, 40.6127134, -3.5823066, 669.4083498, 20.638, 1.120
79.009, 563558664, 40.6126960, -3.5822966, 669.3694441, 20.765, 1.120
79.109, 563558764, 40.6126793, -3.5822868, 669.3391081, 20.623, 1.110
79.209, 563558864, 40.6126622, -3.5822768, 669.3266882, 20.635, 1.110
79.309, 563558964, 40.6126451, -3.5822668, 669.2944308, 20.652, 1.110
79.409, 563559064, 40.6126280, -3.5822567, 669.2662306, 20.717, 1.110
79.509, 563559164, 40.6126110, -3.5822465, 669.2199786, 20.638, 1.110
79.609, 563559264, 40.6125939, -3.5822363, 669.1688626, 20.697, 1.110
79.709, 563559364, 40.6125771, -3.5822262, 669.1693258, 20.653, 1.110
79.809, 563559464, 40.6125601, -3.5822158, 669.1280700, 20.692, 1.105
79.909, 563559564, 40.6125433, -3.5822054, 669.1042211, 20.734, 1.100
80.009, 563559664, 40.6125263, -3.5821953, 669.1072141, 20.739, 1.100
80.109, 563559764, 40.6125094, -3.5821847, 669.0630653, 20.761, 1.100
80.209, 563559864, 40.6124927, -3.5821739, 669.0316734, 20.755, 1.100
80.309, 563559964, 40.6124759, -3.5821630, 669.0084966, 20.750, 1.100
80.409, 563560064, 40.6124591, -3.5821521, 668.9588800, 20.796, 1.100
80.509, 563560164, 40.6124426, -3.5821412, 668.8956528, 20.703, 1.100
80.609, 563560264, 40.6124259, -3.5821299, 668.8474400, 20.734, 1.089
80.709, 563560364, 40.6124092, -3.5821188, 668.8097849, 20.750, 1.090
80.809, 563560464, 40.6123923, -3.5821073, 668.7702809, 20.709, 1.090
80.909, 563560564, 40.6123748, -3.5820957, 668.6636929, 20.764, 1.089
81.009, 563560664, 40.6123578, -3.5820840, 668.6329768, 20.688, 1.080
81.109, 563560764, 40.6123408, -3.5820722, 668.5902362, 20.691, 1.080
81.209, 563560864, 40.6123239, -3.5820606, 668.5573144, 20.637, 1.080
81.309, 563560964, 40.6123068, -3.5820490, 668.5278257, 20.724, 1.079
81.409, 563561064, 40.6122898, -3.5820373, 668.4783955, 20.690, 1.070
81.509, 563561164, 40.6122730, -3.5820258, 668.4627849, 20.666, 1.070
81.609, 563561264, 40.6122561, -3.5820144, 668.3970048, 20.632, 1.070
81.709, 563561364, 40.6122391, -3.5820032, 668.4027177, 20.727, 1.070
81.809, 563561464, 40.6122221, -3.5819923, 668.3776432, 20.650, 1.059
81.909, 563561564, 40.6122048, -3.5819816, 668.3309971, 20.686, 1.060
82.009, 563561664, 40.6121875, -3.5819711, 668.2696584, 20.696, 1.060
82.109, 563561764, 40.6121703, -3.5819607, 668.2102542, 20.606, 1.060
82.209, 563561864, 40.6121532, -3.5819505, 668.1465153, 20.546, 1.060
82.309, 563561964, 40.6121356, -3.5819406, 668.1087764, 20.616, 1.050
82.409, 563562064, 40.6121183, -3.5819311, 668.0687355, 20.488, 1.050
82.509, 563562164, 40.6121011, -3.5819221, 668.0313775, 20.361, 1.050
82.609, 563562264, 40.6120839, -3.5819137, 667.9731612, 20.158, 1.050
82.709, 563562364, 40.6120667, -3.5819058, 667.9193842, 19.982, 1.050
82.809, 563562464, 40.6120498, -3.5818989, 667.8889226, 19.718, 1.050
82.909, 563562564, 40.6120329, -3.5818928, 667.8263616, 19.469, 1.040
83.009, 563562664, 40.6120164, -3.5818877, 667.8070610, 19.093, 1.040
83.109, 563562764, 40.6119994, -3.5818831, 667.8111574, 19.058, 1.040
83.209, 563562864, 40.6119825, -3.5818794, 667.7542975, 18.868, 1.040
83.309, 563562964, 40.6119660, -3.5818768, 667.7272859, 18.688, 1.040
83.409, 563563064, 40.6119494, -3.5818751, 667.6660455, 18.478, 1.040
83.509, 563563164, 40.6119331, -3.5818747, 667.6208301, 18.295, 1.040
83.609, 563563264, 40.6119170, -3.5818751, 667.5698649, 18.104, 1.040
83.709, 563563364, 40.6119009, -3.5818766, 667.5352373, 17.943, 1.040
83.809, 563563464, 40.6118851, -3.5818791, 667.5227094, 17.825, 1.035
83.909, 563563564, 40.6118695, -3.5818829, 667.4834576, 17.722, 1.030
84.009, 563563664, 40.6118541, -3.5818876, 667.4377141, 17.712, 1.030
84.109, 563563764, 40.6118387, -3.5818929, 667.3654568, 17.784, 1.030
84.209, 563563864, 40.6118237, -3.5818997, 667.3141505, 17.831, 1.030
84.309, 563563964, 40.6118094, -3.5819074, 667.2744925, 17.771, 1.031
84.409, 563564064, 40.6117959, -3.5819164, 667.2188600, 17.670, 1.040
84.509, 563564164, 40.6117829, -3.5819265, 667.1727767, 17.551, 1.040
84.609, 563564264, 40.6117714, -3.5819380, 667.1889091, 17.242, 1.040
84.709, 563564364, 40.6117604, -3.5819502, 667.1982739, 16.980, 1.040
84.809, 563564464, 40.6117499, -3.5819630, 667.1971357, 16.891, 1.040
84.909, 563564564, 40.6117396, -3.5819769, 667.2207338, 16.982, 1.040
85.009, 563564664, 40.6117297, -3.5819914, 667.2572214, 16.973, 1.040
85.109, 563564764, 40.6117205, -3.5820072, 667.2778223, 17.164, 1.040
85.209, 563564864, 40.6117117, -3.5820235, 667.3214499, 17.242, 1.040
85.309, 563564964, 40.6117035, -3.5820410, 667.3466310, 17.518, 1.040
85.409, 563565064, 40.6116956, -3.5820589, 667.3560981, 17.648, 1.040
85.509, 563565164, 40.6116882, -3.5820779, 667.3383425, 17.936, 1.040
85.609, 563565264, 40.6116814, -3.5820978, 667.3209637, 18.200, 1.040
85.709, 563565364, 40.6116752, -3.5821180, 667.2813154, 18.412, 1.040
85.809, 563565464, 40.6116692, -3.5821387, 667.2586081, 18.545, 1.040
85.909, 563565564, 40.6116646, -3.5821601, 667.2020687, 18.704, 1.040
86.009, 563565664, 40.6116608, -3.5821819, 667.1470540, 18.798, 1.040
86.109, 563565764, 40.6116582, -3.5822041, 667.0908171, 18.844, 1.040
86.209, 563565864, 40.6116561, -3.5822264, 667.0294094, 18.898, 1.040
86.309, 563565964, 40.6116552, -3.5822493, 666.9821531, 19.055, 1.040
86.409, 563566064, 40.6116552, -3.5822723, 666.9518450, 19.066, 1.040
86.509, 563566164, 40.6116564, -3.5822956, 666.9332174, 19.187, 1.040
86.609, 563566264, 40.6116590, -3.5823186, 666.8690331, 19.161, 1.040
86.709, 563566364, 40.6116616, -3.5823415, 666.7886173, 19.192, 1.040
86.809, 563566464, 40.6116649, -3.5823640, 666.7454587, 19.132, 1.040
86.909, 563566564, 40.6116689, -3.5823862, 666.7567408, 19.079, 1.039
87.009, 563566664, 40.6116733, -3.5824081, 666.7088900, 19.114, 1.030
87.109, 563566764, 40.6116783, -3.5824298, 666.6890175, 19.079, 1.030
87.209, 563566864, 40.6116840, -3.5824517, 666.6743332, 19.149, 1.030
87.309, 563566964, 40.6116904, -3.5824728, 666.6404444, 19.100, 1.030
87.409, 563567064, 40.6116973, -3.5824939, 666.5802788, 19.130, 1.030
87.509, 563567164, 40.6117048, -3.5825150, 666.6229385, 19.296, 1.030
87.609, 563567264, 40.6117127, -3.5825354, 666.6390668, 19.218, 1.030
87.709, 563567364, 40.6117212, -3.5825558, 666.6389317, 19.374, 1.030
87.809, 563567464, 40.6117302, -3.5825761, 666.6260443, 19.497, 1.030
87.909, 563567564, 40.6117395, -3.5825959, 666.6244736, 19.552, 1.029
88.009, 563567664, 40.6117491, -3.5826159, 666.6140648, 19.695, 1.020
88.109, 563567764, 40.6117592, -3.5826353, 666.5805709, 19.763, 1.020
88.209, 563567864, 40.6117698, -3.5826545, 666.5869397, 19.803, 1.020
88.309, 563567964, 40.6117810, -3.5826733, 666.6079243, 19.897, 1.020
88.409, 563568064, 40.6117921, -3.5826916, 666.6022049, 19.931, 1.020
88.509, 563568164, 40.6118035, -3.5827097, 666.5805490, 19.909, 1.020
88.609, 563568264, 40.6118159, -3.5827276, 666.6423509, 20.114, 1.020
88.709, 563568364, 40.6118282, -3.5827453, 666.6957718, 20.206, 1.020
88.809, 563568464, 40.6118403, -3.5827625, 666.6620009, 20.189, 1.020
88.909, 563568564, 40.6118529, -3.5827796, 666.6564701, 20.253, 1.010
89.009, 563568664, 40.6118656, -3.5827962, 666.6398742, 20.183, 1.010
89.109, 563568764, 40.6118786, -3.5828125, 666.6571884, 20.151, 1.010
89.209, 563568864, 40.6118919, -3.5828289, 666.6841556, 20.297, 1.010
89.309, 563568964, 40.6119053, -3.5828446, 666.7127437, 20.196, 1.010
89.409, 563569064, 40.6119188, -3.5828606, 666.7015735, 20.266, 1.010
89.509, 563569164, 40.6119325, -3.5828761, 666.7150829, 20.293, 1.010
89.609, 563569264, 40.6119464, -3.5828916, 666.7351994, 20.297, 1.010
89.709, 563569364, 40.6119603, -3.5829070, 666.7257057, 20.340, 1.010
89.809, 563569464, 40.6119745, -3.5829222, 666.7374056, 20.399, 0.999
89.909, 563569564, 40.6119887, -3.5829371, 666.7298573, 20.400, 1.000
90.009, 563569663, 40.6120030, -3.5829521, 666.7282381, 20.448, 1.000
90.109, 563569765, 40.6120177, -3.5829671, 666.7269220, 20.537, 1.000
90.209, 563569865, 40.6120320, -3.5829819, 666.7090868, 20.557, 1.000
90.309, 563569965, 40.6120467, -3.5829968, 666.7038284, 20.633, 1.000
90.409, 563570065, 40.6120612, -3.5830114, 666.6962727, 20.619, 1.000
90.509, 563570165, 40.6120758, -3.5830261, 666.6825319, 20.632, 0.989
90.609, 563570265, 40.6120905, -3.5830408, 666.6811660, 20.695, 0.990
90.709, 563570365, 40.6121050, -3.5830555, 666.6627613, 20.680, 0.990
90.809, 563570465, 40.6121197, -3.5830704, 666.6453087, 20.774, 0.990
90.909, 563570565, 40.6121343, -3.5830854, 666.6265634, 20.759, 0.990
91.009, 563570665, 40.6121488, -3.5831003, 666.6283345, 20.732, 0.990
91.109, 563570765, 40.6121633, -3.5831155, 666.6038480, 20.752, 0.990
91.209, 563570865, 40.6121778, -3.5831305, 666.6175761, 20.682, 0.990
91.309, 563570965, 40.6121927, -3.5831458, 666.6490996, 20.847, 0.990
91.409, 563571065, 40.6122071, -3.5831607, 666.6533082, 20.808, 0.990
91.509, 563571165, 40.6122216, -3.5831759, 666.6224958, 20.765, 0.990
91.609, 563571265, 40.6122359, -3.5831910, 666.6131174, 20.704, 0.990
91.709, 563571365, 40.6122503, -3.5832063, 666.5967155, 20.688, 0.990
91.809, 563571465, 40.6122648, -3.5832219, 666.5884437, 20.771, 0.990
91.909, 563571565, 40.6122792, -3.5832371, 666.5971444, 20.770, 0.990
92.009, 563571665, 40.6122936, -3.5832528, 666.6036916, 20.768, 0.990
92.109, 563571765, 40.6123078, -3.5832682, 666.5964173, 20.740, 0.990
92.209, 563571865, 40.6123220, -3.5832839, 666.6092863, 20.689, 0.990
92.309, 563571965, 40.6123363, -3.5832995, 666.6299140, 20.706, 0.990
92.409, 563572065, 40.6123505, -3.5833152, 666.6244559, 20.723, 0.990
92.509, 563572165, 40.6123647, -3.5833311, 666.6361320, 20.737, 0.990
92.609, 563572265, 40.6123787, -3.5833471, 666.5883345, 20.707, 0.990
92.709, 563572365, 40.6123928, -3.5833632, 666.5597994, 20.749, 0.990
92.809, 563572465, 40.6124070, -3.5833792, 666.5394452, 20.759, 0.990
92.909, 563572565, 40.6124213, -3.5833953, 666.5101300, 20.855, 0.990
93.009, 563572665, 40.6124352, -3.5834115, 666.4842594, 20.817, 0.990
93.109, 563572765, 40.6124488, -3.5834272, 666.5087919, 20.655, 0.990
93.209, 563572865, 40.6124628, -3.5834436, 666.5264678, 20.716, 0.990
93.309, 563572965, 40.6124765, -3.5834596, 666.5171936, 20.647, 0.990
93.409, 563573065, 40.6124905, -3.5834761, 666.4880947, 20.747, 0.990
93.509, 563573165, 40.6125044, -3.5834925, 666.4999445, 20.814, 0.990
93.609, 563573265, 40.6125188, -3.5835097, 666.4653171, 21.109, 0.990
93.709, 563573365, 40.6125337, -3.5835272, 666.4525075, 21.489, 0.990
93.809, 563573465, 40.6125485, -3.5835448, 666.4274424, 21.739, 0.990
93.909, 563573565, 40.6125634, -3.5835628, 666.4042020, 22.088, 0.990
94.009, 563573665, 40.6125786, -3.5835811, 666.4230365, 22.408, 0.990
94.109, 563573765, 40.6125938, -3.5835996, 666.4027910, 22.741, 0.990
94.209, 563573865, 40.6126093, -3.5836184, 666.4053715, 23.056, 0.990
94.309, 563573965, 40.6126250, -3.5836377, 666.4399018, 23.466, 0.990
94.409, 563574065, 40.6126412, -3.5836574, 666.4211010, 23.908, 0.990
94.509, 563574165, 40.6126572, -3.5836772, 666.4083154, 24.224, 0.990
94.609, 563574265, 40.6126734, -3.5836974, 666.4151254, 24.607, 0.990
94.709, 563574365, 40.6126904, -3.5837181, 666.3956134, 25.023, 0.990
94.809, 563574465, 40.6127075, -3.5837392, 666.3689154, 25.498, 0.990
94.909, 563574565, 40.6127248, -3.5837603, 666.3594424, 25.838, 0.980
95.009, 563574665, 40.6127423, -3.5837819, 666.3433763, 26.250, 0.980
95.109, 563574765, 40.6127602, -3.5838039, 666.3414759, 26.694, 0.980
95.209, 563574865, 40.6127783, -3.5838260, 666.3179193, 27.040, 0.980
95.309, 563574965, 40.6127968, -3.5838483, 666.3013023, 27.419, 0.980
95.409, 563575065, 40.6128155, -3.5838710, 666.3257293, 27.803, 0.980
95.509, 563575165, 40.6128346, -3.5838938, 666.3249429, 28.162, 0.980
95.609, 563575265, 40.6128539, -3.5839165, 666.3475936, 28.499, 0.980
95.709, 563575365, 40.6128736, -3.5839398, 666.3730849, 28.857, 0.980
95.809, 563575465, 40.6128935, -3.5839631, 666.3972672, 29.159, 0.980
95.909, 563575565, 40.6129138, -3.5839863, 666.4080442, 29.469, 0.980
96.009, 563575665, 40.6129348, -3.5840099, 666.4290989, 29.922, 0.980
96.109, 563575765, 40.6129559, -3.5840334, 666.4356718, 30.176, 0.980
96.209, 563575865, 40.6129774, -3.5840569, 666.4284901, 30.507, 0.980
96.309, 563575965, 40.6129994, -3.5840803, 666.4692166, 30.802, 0.980
96.409, 563576065, 40.6130218, -3.5841038, 666.4377462, 31.141, 0.980
96.509, 563576165, 40.6130451, -3.5841271, 666.4441027, 31.524, 0.980
96.609, 563576265, 40.6130684, -3.5841502, 666.4407015, 31.768, 0.980
96.709, 563576365, 40.6130917, -3.5841727, 666.3946764, 31.843, 0.980
96.809, 563576465, 40.6131153, -3.5841945, 666.3510579, 31.763, 0.980
96.909, 563576565, 40.6131394, -3.5842160, 666.3946485, 31.952, 0.980
97.009, 563576665, 40.6131633, -3.5842368, 666.3760912, 31.796, 0.980
97.109, 563576765, 40.6131873, -3.5842569, 666.2975686, 31.655, 0.980
97.209, 563576865, 40.6132118, -3.5842767, 666.2441018, 31.723, 0.980
97.309, 563576965, 40.6132367, -3.5842959, 666.2021287, 31.779, 0.978
97.409, 563577065, 40.6132620, -3.5843146, 666.1919124, 31.898, 0.970
97.509, 563577165, 40.6132873, -3.5843325, 666.1159528, 31.926, 0.970
97.609, 563577265, 40.6133131, -3.5843501, 666.0160970, 32.018, 0.970
97.709, 563577365, 40.6133390, -3.5843668, 665.9382222, 32.007, 0.970
97.809, 563577465, 40.6133653, -3.5843829, 665.8688087, 32.093, 0.970
97.909, 563577565, 40.6133918, -3.5843979, 665.8331384, 32.017, 0.970
98.009, 563577665, 40.6134187, -3.5844121, 665.8069509, 32.078, 0.970
98.109, 563577765, 40.6134457, -3.5844251, 665.7955883, 31.976, 0.960
98.209, 563577865, 40.6134731, -3.5844372, 665.7703124, 32.036, 0.960
98.309, 563577965, 40.6135011, -3.5844486, 665.7495703, 32.308, 0.960
98.409, 563578065, 40.6135292, -3.5844588, 665.7267698, 32.422, 0.960
98.509, 563578165, 40.6135576, -3.5844679, 665.7199698, 32.564, 0.960
98.609, 563578265, 40.6135863, -3.5844760, 665.7305572, 32.713, 0.960
98.709, 563578365, 40.6136155, -3.5844830, 665.7241115, 32.915, 0.960
98.809, 563578465, 40.6136449, -3.5844893, 665.7167286, 33.149, 0.971
98.909, 563578565, 40.6136741, -3.5844938, 665.6876280, 33.236, 0.970
99.009, 563578665, 40.6137038, -3.5844972, 665.7372161, 33.395, 0.970
99.109, 563578765, 40.6137336, -3.5845000, 665.7141586, 33.442, 0.970
99.209, 563578865, 40.6137639, -3.5845022, 665.6663101, 33.675, 0.970
99.309, 563578965, 40.6137947, -3.5845038, 665.6078473, 34.028, 0.970
99.409, 563579065, 40.6138258, -3.5845043, 665.5887541, 34.407, 0.970
99.509, 563579165, 40.6138570, -3.5845025, 665.7163148, 34.719, 0.970
99.609, 563579265, 40.6138883, -3.5845004, 665.7850997, 34.916, 0.970
99.709, 563579365, 40.6139198, -3.5844974, 665.8347882, 35.160, 0.970
99.809, 563579465, 40.6139514, -3.5844935, 665.8607155, 35.417, 0.970
99.909, 563579565, 40.6139832, -3.5844889, 665.8939880, 35.656, 0.970
100.009, 563579665, 40.6140151, -3.5844836, 665.9289710, 35.890, 0.970
100.109, 563579765, 40.6140474, -3.5844778, 665.9513256, 36.175, 0.970
100.209, 563579865, 40.6140793, -3.5844709, 665.9372530, 36.271, 0.970
100.309, 563579965, 40.6141118, -3.5844635, 665.9621418, 36.625, 0.970
100.409, 563580065, 40.6141443, -3.5844555, 665.9666270, 36.816, 0.970
100.509, 563580165, 40.6141770, -3.5844469, 665.9505137, 37.078, 0.970
100.609, 563580265, 40.6142097, -3.5844376, 665.9387030, 37.233, 0.970
100.709, 563580365, 40.6142420, -3.5844278, 665.8794737, 37.169, 0.970
100.809, 563580465, 40.6142737, -3.5844177, 665.8861758, 36.812, 0.970
100.909, 563580565, 40.6143053, -3.5844077, 665.9302620, 36.417, 0.970
101.009, 563580665, 40.6143360, -3.5843974, 665.9027270, 35.936, 0.970
101.109, 563580765, 40.6143666, -3.5843872, 665.9125629, 35.496, 0.970
101.209, 563580865, 40.6143967, -3.5843772, 665.9608803, 34.953, 0.970
101.309, 563580965, 40.6144264, -3.5843672, 665.9916214, 34.478, 0.970
101.409, 563581065, 40.6144557, -3.5843572, 666.0119963, 34.030, 0.970
101.509, 563581165, 40.6144848, -3.5843477, 666.0262327, 33.625, 0.970
101.609, 563581265, 40.6145132, -3.5843379, 666.0201147, 33.132, 0.970
101.709, 563581365, 40.6145416, -3.5843289, 666.0283221, 32.683, 0.960
101.809, 563581465, 40.6145696, -3.5843202, 666.0861039, 32.230, 0.960
101.909, 563581565, 40.6145975, -3.5843117, 666.0966848, 31.951, 0.960
102.009, 563581665, 40.6146250, -3.5843036, 666.0944147, 31.570, 0.960
102.109, 563581765, 40.6146519, -3.5842956, 666.0780691, 31.076, 0.960
102.209, 563581865, 40.6146786, -3.5842881, 666.1534229, 30.618, 0.960
102.309, 563581965, 40.6147052, -3.5842809, 666.1376312, 30.311, 0.960
102.409, 563582065, 40.6147313, -3.5842741, 666.1760738, 29.872, 0.960
102.509, 563582165, 40.6147572, -3.5842678, 666.1738769, 29.473, 0.960
102.609, 563582265, 40.6147830, -3.5842620, 666.2166532, 29.137, 0.960
102.709, 563582365, 40.6148085, -3.5842568, 666.2424155, 28.814, 0.960
102.809, 563582465, 40.6148338, -3.5842518, 666.2402376, 28.545, 0.960
102.909, 563582565, 40.6148591, -3.5842475, 666.2296965, 28.347, 0.960
103.009, 563582665, 40.6148843, -3.5842434, 666.2136880, 28.201, 0.960
103.109, 563582765, 40.6149095, -3.5842403, 666.2218164, 28.051, 0.960
103.209, 563582865, 40.6149342, -3.5842374, 666.2003240, 27.760, 0.960
103.309, 563582965, 40.6149589, -3.5842354, 666.2087445, 27.505, 0.960
103.409, 563583065, 40.6149834, -3.5842341, 666.2217127, 27.320, 0.961
103.509, 563583165, 40.6150077, -3.5842335, 666.1778469, 27.071, 0.950
103.609, 563583265, 40.6150318, -3.5842335, 666.1713573, 26.830, 0.950
103.709, 563583365, 40.6150557, -3.5842343, 666.1677461, 26.584, 0.950
103.809, 563583465, 40.6150793, -3.5842360, 666.1331971, 26.347, 0.950
103.909, 563583565, 40.6151025, -3.5842385, 666.1932023, 26.000, 0.950
104.009, 563583665, 40.6151252, -3.5842420, 666.2352735, 25.644, 0.950
104.109, 563583765, 40.6151478, -3.5842464, 666.2476061, 25.467, 0.950
104.209, 563583865, 40.6151697, -3.5842514, 666.2544843, 25.019, 0.950
104.309, 563583965, 40.6151911, -3.5842576, 666.2629794, 24.701, 0.950
104.409, 563584065, 40.6152120, -3.5842649, 666.2902892, 24.272, 0.950
104.509, 563584165, 40.6152323, -3.5842729, 666.2162778, 23.970, 0.950
104.609, 563584265, 40.6152523, -3.5842818, 666.2085071, 23.669, 0.950
104.709, 563584365, 40.6152716, -3.5842916, 666.2042997, 23.330, 0.950
104.809, 563584465, 40.6152899, -3.5843029, 666.1639778, 22.937, 0.950
104.909, 563584565, 40.6153072, -3.5843152, 666.1391024, 22.509, 0.950
105.009, 563584665, 40.6153240, -3.5843282, 666.1305992, 22.077, 0.950
105.109, 563584765, 40.6153402, -3.5843424, 666.1473849, 21.889, 0.950
105.209, 563584865, 40.6153560, -3.5843562, 666.0571216, 21.620, 0.950
105.309, 563584965, 40.6153711, -3.5843709, 665.9637799, 21.383, 0.950
105.409, 563585065, 40.6153851, -3.5843864, 665.8701368, 21.001, 0.950
105.509, 563585165, 40.6153986, -3.5844027, 665.7825834, 20.824, 0.950
105.609, 563585265, 40.6154100, -3.5844208, 665.8109808, 20.462, 0.950
105.709, 563585365, 40.6154208, -3.5844396, 665.8304189, 20.277, 0.950
105.809, 563585465, 40.6154305, -3.5844587, 665.8530196, 19.952, 0.950
105.909, 563585565, 40.6154399, -3.5844784, 665.8824530, 19.858, 0.950
106.009, 563585665, 40.6154487, -3.5844982, 665.8811026, 19.688, 0.950
106.109, 563585765, 40.6154570, -3.5845183, 665.8784076, 19.599, 0.950
106.209, 563585865, 40.6154646, -3.5845388, 665.8729242, 19.551, 0.950
106.309, 563585965, 40.6154714, -3.5845599, 665.8786734, 19.508, 0.950
106.409, 563586065, 40.6154775, -3.5845813, 665.8373891, 19.504, 0.950
106.509, 563586165, 40.6154835, -3.5846036, 665.8127702, 19.808, 0.950
106.609, 563586265, 40.6154886, -3.5846259, 665.8431429, 19.788, 0.950
106.709, 563586365, 40.6154929, -3.5846483, 665.8095660, 19.764, 0.950
106.809, 563586465, 40.6154963, -3.5846708, 665.7428694, 19.728, 0.950
106.909, 563586565, 40.6154982, -3.5846933, 665.7753177, 19.524, 0.950
107.009, 563586665, 40.6154988, -3.5847156, 665.7808162, 19.224, 0.950
107.109, 563586765, 40.6154986, -3.5847375, 665.7867045, 18.953, 0.950
107.209, 563586865, 40.6154970, -3.5847592, 665.8461590, 18.731, 0.950
107.309, 563586965, 40.6154941, -3.5847807, 665.9011748, 18.547, 0.950
107.409, 563587065, 40.6154907, -3.5848019, 665.9449282, 18.362, 0.950
107.509, 563587165, 40.6154858, -3.5848223, 665.9800856, 18.176, 0.950
107.609, 563587265, 40.6154803, -3.5848425, 666.0055665, 18.122, 0.950
107.709, 563587365, 40.6154735, -3.5848622, 666.0313623, 18.091, 0.950
107.809, 563587465, 40.6154659, -3.5848812, 666.1101379, 17.985, 0.951
107.909, 563587565, 40.6154577, -3.5849000, 666.1435160, 18.084, 0.940
108.009, 563587665, 40.6154485, -3.5849180, 666.1978188, 18.066, 0.940
108.109, 563587765, 40.6154385, -3.5849353, 666.2050115, 18.051, 0.940
108.209, 563587865, 40.6154277, -3.5849522, 666.2539720, 18.204, 0.940
108.309, 563587965, 40.6154162, -3.5849685, 666.2648195, 18.362, 0.940
108.409, 563588065, 40.6154039, -3.5849840, 666.2787815, 18.525, 0.940
108.509, 563588165, 40.6153909, -3.5849990, 666.2930704, 18.697, 0.940
108.609, 563588265, 40.6153772, -3.5850131, 666.3094186, 18.874, 0.940
108.709, 563588365, 40.6153628, -3.5850265, 666.3263865, 19.046, 0.940
108.809, 563588465, 40.6153476, -3.5850390, 666.3177192, 19.330, 0.940
108.909, 563588565, 40.6153317, -3.5850510, 666.2958721, 19.669, 0.940
109.009, 563588665, 40.6153155, -3.5850624, 666.3078624, 19.898, 0.940
109.109, 563588765, 40.6152984, -3.5850728, 666.3057633, 20.219, 0.940
109.209, 563588865, 40.6152806, -3.5850826, 666.2091805, 20.654, 0.940
109.309, 563588965, 40.6152626, -3.5850919, 666.1290664, 20.920, 0.940
109.409, 563589065, 40.6152442, -3.5851007, 666.0477625, 21.181, 0.940
