time, value
646.486, 26.19375038
648.686, 26.19375038
650.686, 26.22500038
651.086, 26.19375038
651.286, 26.22500038
651.886, 26.19375038
652.086, 26.22500038
652.286, 26.25625038
652.486, 26.28750038
652.686, 26.31875038
652.886, 26.35000038
653.086, 26.38125038
653.486, 26.41250038
653.886, 26.44375038
654.086, 26.41250038
654.486, 26.44375038
654.886, 26.41250038
655.086, 26.44375038
655.486, 26.41250038
656.086, 26.38125038
656.286, 26.35000038
656.686, 26.31875038
657.286, 26.28750038
659.486, 26.25625038
659.686, 26.28750038
659.886, 26.25625038
661.686, 26.22500038
663.086, 26.25625038
664.886, 26.28750038
665.886, 26.31875038
666.286, 26.35000038
666.686, 26.38125038
666.886, 26.35000038
667.286, 26.38125038
667.686, 26.41250038
668.286, 26.44375038
669.086, 26.47500038
670.886, 26.50625038
671.086, 26.47500038
672.086, 26.44375038
672.486, 26.47500038
673.486, 26.44375038
674.286, 26.47500038
674.486, 26.44375038
674.686, 26.47500038
676.286, 26.44375038
676.486, 26.41250038
676.686, 26.38125038
677.086, 26.31875038
677.486, 26.28750038
677.886, 26.25625038
678.686, 26.22500038
679.086, 26.25625038
679.686, 26.28750038
680.086, 26.31875038
680.286, 26.35000038
680.686, 26.38125038
680.886, 26.41250038
681.086, 26.44375038
681.486, 26.47500038
682.086, 26.50625038
682.486, 26.53750038
682.686, 26.56875038
683.486, 26.53750038
683.886, 26.56875038
684.486, 26.53750038
686.486, 26.56875038
686.886, 26.53750038
687.486, 26.50625038
688.086, 26.47500038
688.686, 26.50625038
688.886, 26.53750038
689.086, 26.56875038
689.286, 26.60000038
689.686, 26.63125038
690.286, 26.66250038
690.886, 26.69375038
691.086, 26.72500038
692.086, 26.75625038
692.686, 26.78750038
693.086, 26.81875038
693.886, 26.85000038
694.286, 26.81875038
694.486, 26.78750038
694.886, 26.72500038
695.486, 26.69375038
697.686, 26.69375038
697.886, 26.72500038
698.286, 26.81875038
698.486, 26.91250038
698.686, 27.03750038
698.886, 27.13125038
699.086, 27.19375038
699.286, 27.16250038
699.486, 27.16250038
699.686, 27.16250038
699.886, 27.16250038
700.086, 27.16250038
700.286, 27.10000038
700.486, 27.00625038
700.686, 26.97500038
701.286, 26.94375038
701.486, 26.91250038
701.686, 26.88125038
702.486, 26.85000038
703.486, 26.81875038
704.086, 26.85000038
704.286, 26.81875038
705.486, 26.78750038
705.886, 26.81875038
706.286, 26.78750038
706.486, 26.81875038
706.886, 26.85000038
707.486, 26.88125038
708.686, 26.91250038
709.486, 26.94375038
710.086, 26.97500038
710.886, 27.00625038
711.286, 27.03750038
711.486, 27.06875038
712.086, 27.10000038
712.286, 27.06875038
713.286, 27.10000038
713.486, 27.06875038
713.686, 27.10000038
713.886, 27.13125038
714.286, 27.16250038
715.486, 27.19375038
716.686, 27.22500038
718.286, 27.25625038
718.486, 27.28750038
718.886, 27.31875038
719.686, 27.35000038
720.086, 27.38125038
721.286, 27.41250038
722.286, 27.44375038
722.886, 27.47500038
723.686, 27.44375038
723.886, 27.47500038
725.086, 27.50625038
725.486, 27.53750038
726.486, 27.56875038
726.886, 27.60000038
727.086, 27.56875038
727.286, 27.60000038
727.486, 27.56875038
727.686, 27.60000038
728.286, 27.63125038
728.486, 27.60000038
728.686, 27.63125038
729.086, 27.66250038
729.486, 27.63125038
729.886, 27.66250038
730.486, 27.69375038
730.886, 27.72500038
731.086, 27.75625038
731.286, 27.78750038
732.286, 27.81875038
733.086, 27.85000038
733.486, 27.88125038
733.886, 27.91250038
734.486, 27.94375038
734.686, 27.97500038
736.686, 28.00625038
737.086, 28.03750038
738.086, 28.06875038
739.686, 28.10000038
740.286, 28.13125038
740.886, 28.16250038
741.686, 28.19375038
743.086, 28.22500038
743.686, 28.25625038
744.886, 28.28750038
745.286, 28.31875038
745.486, 28.28750038
745.686, 28.31875038
746.286, 28.35000038
746.886, 28.38125038
748.086, 28.41250038
749.886, 28.44375038
750.286, 28.47500038
750.886, 28.50625038
751.486, 28.53750038
751.686, 28.50625038
752.086, 28.53750038
753.086, 28.56875038
753.486, 28.60000038
754.286, 28.56875038
754.486, 28.60000038
755.886, 28.63125038
756.086, 28.60000038
756.286, 28.63125038
756.886, 28.66250038
757.086, 28.63125038
757.486, 28.66250038
758.086, 28.69375038
758.886, 28.72500038
759.086, 28.69375038
759.286, 28.72500038
759.486, 28.75625038
759.686, 28.69375038
760.686, 28.72500038
761.486, 28.69375038
