time,battPow
232.536, 246368784
232.636, 247719984
232.786, 248962480
232.886, 249183776
232.986, 251101584
233.086, 252787584
233.186, 253686784
233.286, 255257888
233.486, 253124176
233.586, 255475888
233.736, 257274576
233.836, 256821088
233.986, 257045280
234.086, 257829984
234.186, 258495984
234.286, 259279984
234.386, 260055584
234.586, 261398384
234.686, 259384176
234.786, 259496080
234.936, 258153280
235.036, 258816976
235.136, 259384176
235.236, 257929488
235.386, 258041376
235.486, 257258080
235.586, 258481584
235.686, 257139984
235.786, 255243888
235.986, 254344976
236.136, 252891584
236.236, 253562384
236.336, 253341584
236.436, 252782080
236.586, 248974080
236.686, 246623984
236.786, 243586176
236.886, 239985088
236.986, 238175584
237.086, 234241584
237.186, 233117584
237.336, 231524976
237.436, 227902384
237.536, 224524384
237.636, 222131680
237.736, 219283184
237.836, 216767984
237.986, 213682992
238.086, 210744992
238.186, 208669488
238.286, 206972992
238.386, 204665584
238.486, 203873184
238.586, 202854384
238.736, 200427680
238.836, 199521280
238.936, 198614880
239.036, 198109792
239.136, 196975792
239.286, 194934592
239.386, 193971488
239.486, 192609488
239.586, 191075184
239.686, 190793488
239.786, 188287184
239.886, 186871984
239.986, 185493984
240.136, 182990384
240.236, 182079984
240.336, 181624784
240.436, 181442688
240.586, 180075888
240.686, 180189792
240.786, 179620288
240.886, 178936880
240.986, 177683984
241.086, 177497984
241.336, 177383984
241.486, 177497984
241.686, 174915296
241.786, 174989984
242.036, 174875984
242.136, 175217984
242.236, 174305984
242.336, 174458896
242.436, 173963984
242.586, 174077984
242.786, 174761984
242.986, 175331984
243.136, 175103984
243.236, 174761984
243.336, 175445984
243.436, 175901984
243.536, 176699984
243.686, 177725984
243.786, 178181984
243.886, 179392480
243.986, 180417584
244.086, 180759280
244.186, 179620288
244.336, 179348784
244.436, 179803984
244.536, 181578880
244.636, 183217984
244.786, 184014592
244.886, 184307680
244.986, 184535088
245.186, 184648784
245.286, 185330992
245.436, 186417584
245.536, 186076784
245.636, 185899488
245.736, 185281584
245.886, 185622384
246.036, 186303984
246.136, 187099184
246.236, 187326384
246.486, 186531184
246.586, 186871984
246.686, 187439984
246.786, 187388480
246.886, 188235184
246.986, 187212784
247.136, 186076784
247.236, 187842480
247.336, 188017184
247.486, 190058384
247.586, 191192384
247.686, 192893392
247.786, 193006784
247.886, 193856288
247.986, 195102592
248.086, 194309488
248.236, 194875984
248.336, 194762688
248.436, 195102592
248.536, 196401984
248.636, 197307584
248.786, 197986784
248.886, 198716688
248.986, 200300080
249.086, 202788288
249.186, 204913488
249.286, 206719888
249.386, 210106880
249.486, 206085584
249.586, 214683984
249.736, 222074992
249.836, 178520080
249.936, 95343896
250.036, 46138196
250.136, 21638398
250.236, 11887699
250.386, 8363799.5
250.486, 7067999.5
250.586, 6714599.5
250.686, 6602399.5
250.786, 6484499.5
251.136, 6489999.5
251.336, 6495499.5
251.436, 6371999.5
251.536, 6489999.5
251.686, 6495499.5
251.886, 6500999.5
252.086, 6382799.5
252.286, 6500999.5
252.386, 6506499.5
252.486, 6388199.5
252.636, 6506499.5
252.736, 6388199.5
252.836, 6506499.5
253.036, 6393599.5
253.286, 6506499.5
253.386, 6511999.5
253.586, 6393599.5
253.686, 6511999.5
253.786, 6517499.5
254.036, 6398999.5
254.236, 6517499.5
254.436, 6398999.5
254.886, 6404399.5
254.986, 6754499.5
255.086, 20986198
255.186, 35575596
255.286, 52433096
255.436, 75738296
255.536, 95365992
255.636, 116972696
255.736, 144669984
255.836, 158217296
255.936, 162928192
256.086, 162954992
256.186, 161549392
256.286, 160630192
256.386, 164020992
256.486, 168805792
256.586, 172894992
256.736, 178951392
256.836, 186845984
256.936, 195849792
257.036, 200049584
257.186, 204640480
257.286, 208429184
257.386, 213042384
257.486, 219332992
257.586, 224558080
257.686, 228871184
257.786, 232181184
257.886, 233757584
257.986, 236826784
258.186, 240423584
258.286, 242118784
258.386, 244483776
258.486, 246732080
258.636, 248415984
258.736, 250879776
258.836, 252332576
258.936, 252891584
259.036, 255239376
259.186, 256121984
259.286, 257795984
259.386, 264003584
259.486, 268770368
259.586, 270639584
259.686, 272972672
259.836, 272837984
259.936, 273590272
260.086, 274562368
260.186, 276335168
260.386, 276528576
260.486, 277716576
260.586, 279012480
260.736, 279896480
260.836, 279753568
260.936, 279564992
261.036, 277354976
261.136, 277052992
261.286, 274730368
261.386, 274260992
261.486, 273929472
261.586, 275116768
261.686, 277655968
261.786, 277514784
261.886, 279577376
261.986, 279907968
262.086, 280534784
262.186, 279874176
262.336, 280975168
262.436, 281966080
262.536, 280829984
262.636, 280314592
262.736, 278034592
262.886, 278993376
262.986, 276461088
263.086, 275198496
263.186, 272882176
263.286, 270014368
263.386, 268161584
263.486, 267719984
263.636, 267167984
263.736, 266395184
263.836, 265492080
263.936, 265622384
264.036, 263855984
264.186, 262658480
264.336, 261442976
264.436, 262972784
264.586, 260764784
264.686, 259493584
264.786, 255696976
264.886, 258163984
264.986, 248970480
265.086, 255033984
265.236, 259866784
265.336, 264790480
265.436, 268289984
265.536, 270489984
265.686, 275895488
265.786, 269927968
265.886, 261631584
265.986, 252408384
266.086, 247972384
266.186, 245865280
266.336, 243086784
266.436, 239753776
266.536, 238420576
266.636, 235065584
266.736, 232950880
266.836, 230724880
266.986, 229372576
267.086, 225431984
267.186, 208839184
267.286, 186562992
267.386, 166537584
267.486, 149550688
267.586, 142033296
267.686, 140675984
267.836, 138509984
267.936, 139299696
268.036, 147225584
268.136, 158393392
268.236, 168745184
268.336, 178675184
268.486, 182897984
268.586, 182946992
268.686, 174708592
268.786, 165142496
268.986, 155701296
269.086, 145021088
269.186, 140114784
269.286, 137946896
269.386, 138973792
269.536, 139095584
269.636, 138410384
269.736, 139877984
269.836, 144766896
269.936, 149077984
270.086, 139697392
270.186, 80225096
270.286, 42668496
270.386, 11485599
270.486, 8086799.5
270.686, 7031999.5
270.836, 6686099.5
270.936, 6456999.5
271.386, 6462499.5
271.486, 6344999.5
271.586, 6456999.5
271.686, 6462499.5
271.986, 6467999.5
272.086, 6350399.5
272.336, 6473499.5
272.436, 6350399.5
272.536, 6467999.5
272.686, 6473499.5
273.086, 6478999.5
273.186, 6473499.5
273.286, 6478999.5
273.436, 6355799.5
273.536, 6478999.5
273.736, 6361199.5
273.986, 6478999.5
274.086, 6361199.5
274.186, 6366599.5
274.286, 6484499.5
274.386, 6366599.5
274.486, 6484499.5
274.736, 6366599.5
274.936, 11524799
275.036, 26040598
275.186, 33195898
275.286, 40282396
275.386, 49756796
275.486, 68674192
275.586, 96326992
275.686, 116222392
275.786, 122803192
275.886, 127180792
275.986, 126719992
276.136, 132479688
276.236, 141080992
276.336, 147146384
276.436, 153067184
276.536, 160450992
276.686, 162763184
276.786, 158100784
276.886, 159334192
276.986, 160477184
277.086, 160705792
277.186, 160362896
277.286, 159423184
277.386, 158852192
277.536, 159879984
277.636, 160082288
277.736, 160793584
277.836, 159739984
277.936, 161109184
278.036, 162563984
278.186, 164501984
278.286, 166293984
278.386, 167774688
278.486, 168879184
278.586, 170358592
278.686, 170736096
278.786, 171837984
278.936, 172710288
279.036, 173694384
279.136, 174716784
279.236, 176605984
279.336, 178648992
279.486, 180305984
279.586, 183027584
279.686, 183707984
279.786, 185358784
279.886, 186151888
279.986, 187572384
280.086, 188591184
280.236, 190515584
280.336, 191365184
280.436, 192383088
280.536, 192664992
280.636, 194133984
280.786, 195881488
280.886, 196107280
280.986, 196897584
281.086, 198640784
281.186, 199817088
281.286, 201282192
281.386, 202905184
281.486, 204031184
281.636, 205494992
281.736, 206437488
281.836, 207112480
281.936, 208951584
282.036, 211011680
282.136, 212471584
282.286, 215087392
282.386, 214380688
282.536, 214526384
282.636, 214862992
282.736, 215231984
282.836, 216545984
282.936, 216495984
283.086, 218175984
283.186, 219519984
283.286, 219771584
283.386, 219967984
283.486, 220890592
283.586, 220219184
283.686, 218988288
283.836, 222593792
283.936, 222457184
284.086, 221363984
284.186, 222146592
284.286, 223176592
284.386, 223623392
284.486, 225097184
284.636, 225500592
284.736, 164077184
284.836, 82850592
284.936, 38894396
285.086, 18017998
285.186, 10538999
285.286, 7728599.5
285.386, 6908899.5
285.486, 6563199.5
285.586, 6445999.5
285.786, 6451499.5
286.136, 6456999.5
286.686, 6462499.5
286.786, 6339599.5
286.986, 6462499.5
287.086, 6344999.5
287.286, 6462499.5
287.536, 6344999.5
287.636, 6467999.5
287.736, 6350399.5
287.836, 6467999.5
288.086, 6473499.5
288.186, 6467999.5
288.336, 6585599.5
288.436, 10692499
288.536, 14792399
288.636, 18314398
288.786, 20762098
288.886, 22990798
288.986, 27893598
289.086, 34397996
289.186, 43215996
289.286, 59894496
289.386, 84387992
289.486, 141036992
289.636, 168582384
289.786, 179670480
289.886, 184388384
289.986, 189437584
290.086, 191534384
290.186, 193627184
290.286, 196054992
290.436, 197749984
290.586, 202250384
290.736, 204888592
290.836, 206958784
290.936, 208084784
291.036, 210149984
291.136, 211949984
291.286, 213335184
291.386, 215391392
291.486, 216882592
291.586, 217780192
291.686, 219126592
291.786, 219603888
291.886, 220724880
291.986, 221199984
292.086, 221647984
292.236, 223103984
292.436, 224717984
292.536, 227289392
292.686, 228183792
292.786, 228984976
292.886, 229114784
292.986, 230230784
293.086, 231585488
293.286, 235041984
293.386, 236491488
293.486, 233717184
293.586, 236623776
293.736, 240636784
293.936, 243533984
294.136, 247417888
294.336, 248083280
294.486, 247970384
294.586, 248635184
294.686, 248856784
294.786, 250403376
294.936, 251504384
295.036, 253052784
295.136, 255575984
295.286, 258763776
295.386, 259977088
295.536, 264439984
295.736, 264350080
295.836, 263579376
295.936, 261724976
296.036, 261377376
296.136, 260496576
296.286, 261047088
296.386, 259285488
296.486, 259080176
296.586, 256765984
296.686, 252263984
296.786, 252586976
296.936, 253239584
297.036, 253680384
297.136, 252578384
297.236, 249172784
297.386, 253769984
297.486, 247083984
297.586, 229389280
297.686, 221932192
297.786, 212709584
297.886, 216061584
298.036, 220731984
298.136, 215781792
298.236, 225606592
298.336, 225847184
298.486, 230117488
298.586, 235569584
298.686, 236683984
298.786, 237458176
298.886, 236683984
298.986, 237906480
299.086, 236905184
299.186, 237568784
299.336, 236344480
299.436, 232469984
299.536, 230255984
299.736, 239232480
299.836, 219286384
300.086, 225034784
300.186, 235931680
300.286, 244535088
300.386, 238348480
300.486, 235671584
300.586, 233677184
300.736, 231584384
300.936, 231239584
301.036, 231252288
301.136, 231473680
301.236, 228675776
301.336, 226235984
301.486, 223664992
301.586, 221444992
301.686, 220311280
301.786, 217533792
301.886, 216839984
302.086, 216422784
302.186, 218669984
302.286, 218311488
302.386, 216756080
302.536, 215171984
302.636, 212249088
302.736, 211692592
302.836, 212058384
302.986, 211692592
303.086, 209021392
303.286, 211024784
303.386, 210323184
303.486, 207649584
303.586, 202818480
303.836, 200476992
303.936, 199652384
304.036, 198871184
304.136, 198536384
304.386, 200365488
304.486, 199607888
304.586, 199429184
304.786, 200098784
304.886, 199429184
304.986, 199696480
305.236, 200365488
305.336, 199987184
305.536, 201591984
305.636, 203973392
305.786, 204975984
305.886, 204864592
305.986, 206312784
306.086, 203710480
306.286, 202595488
306.386, 199987184
306.486, 197866784
306.636, 199138992
306.836, 200433584
306.936, 199317584
307.036, 198089984
307.136, 197866784
307.286, 197085584
307.386, 197308784
307.586, 198915984
307.686, 198871184
307.786, 198581488
307.886, 199205984
308.036, 198871184
308.236, 200365488
308.336, 200253984
308.436, 201480480
308.586, 203082192
308.686, 202636592
308.786, 203861984
308.886, 205014592
308.986, 208166384
309.086, 210279184
309.286, 207610384
309.436, 207387984
309.536, 206906688
309.636, 207017984
309.736, 207832784
309.836, 206831984
309.936, 207165584
310.086, 206795392
310.186, 208756880
310.286, 209834384
310.386, 209167184
310.486, 210279184
310.586, 209756784
310.686, 209201280
310.786, 211423280
310.936, 213119984
311.036, 214229984
311.136, 212867584
311.236, 213341984
311.336, 213563984
311.436, 214118992
311.586, 215145984
311.686, 216503184
311.786, 220159584
311.886, 220182288
312.036, 221642384
312.186, 222988992
312.286, 224296784
312.386, 225292192
312.486, 224942384
312.636, 223411984
312.736, 226082992
312.836, 224407392
313.036, 222858992
313.136, 221953488
313.236, 221974192
313.336, 222084784
313.486, 223099488
313.586, 225309488
313.786, 226099184
313.886, 226414480
313.986, 226303984
314.086, 228210688
314.186, 230637280
314.336, 231419984
314.436, 232301584
314.536, 234189984
314.636, 235949984
314.786, 98641992
314.986, 47627196
315.086, 21307198
315.186, 11474099
315.286, 8003999.5
315.386, 6959999.5
315.536, 6495999.5
315.636, 6385499.5
315.836, 6390999.5
315.936, 6274799.5
316.086, 6280199.5
316.386, 6396499.5
316.686, 6401999.5
317.036, 6290999.5
317.136, 6407499.5
317.236, 6290999.5
317.336, 6407499.5
317.936, 6412999.5
318.286, 6296399.5
318.436, 6412999.5
318.536, 6296399.5
318.636, 6301799.5
318.736, 6418499.5
319.086, 6301799.5
319.186, 6418499.5
319.286, 6301799.5
319.486, 6423999.5
319.586, 6307199.5
319.686, 6423999.5
319.936, 6307199.5
320.136, 6423999.5
320.236, 6307199.5
320.336, 7702199.5
320.486, 26006398
320.586, 42614396
320.686, 54263296
320.786, 62138996
320.886, 72806392
320.986, 96782392
321.086, 122790192
321.236, 139037488
321.336, 159555984
321.436, 174755184
321.536, 190178992
321.636, 196511280
321.786, 203125184
321.886, 205295984
321.986, 205672192
322.086, 208506992
322.186, 209214080
322.286, 211481984
322.386, 214271984
322.536, 215752480
322.636, 218343984
322.736, 220596592
322.836, 222955984
322.936, 226310688
323.086, 229991984
323.186, 231115584
323.286, 233898784
323.386, 233787984
323.486, 235348176
323.586, 237458176
323.686, 239006576
323.786, 241665584
323.886, 244424784
324.036, 247178576
324.136, 249272384
324.236, 248715888
324.336, 250367376
324.436, 250587584
324.586, 253219984
324.686, 253539280
324.786, 253759088
324.886, 256602576
324.986, 258249584
325.086, 257027088
325.186, 257465888
325.336, 258782288
325.436, 259423184
325.586, 260938480
325.686, 264091584
325.786, 264638576
325.886, 266447984
325.986, 270597568
326.086, 269614784
326.186, 271252768
326.336, 269287168
326.436, 268959584
326.536, 269695168
326.636, 268385984
326.736, 269774976
326.886, 272141088
326.986, 270507584
327.136, 270210976
327.236, 268139984
327.386, 266531280
327.486, 265767584
327.586, 264651984
327.686, 264240176
327.786, 263452976
327.886, 260987984
327.986, 259349984
328.136, 257947984
328.236, 256183184
328.386, 255215488
328.486, 254341088
328.586, 254559680
328.686, 254450384
328.786, 253685280
328.886, 252482976
328.986, 250525984
329.136, 252361184
329.236, 252142784
329.386, 253889984
329.486, 253343984
329.586, 250088384
329.686, 247360480
329.786, 244075488
329.886, 241339184
330.036, 238597488
330.186, 235850384
330.286, 232987984
330.386, 231559280
330.486, 229459984
330.636, 227589984
330.736, 226130384
330.836, 223926384
330.936, 223833280
331.036, 219408192
331.136, 220137584
331.286, 216629184
331.386, 214423184
331.486, 218306192
331.586, 208082384
331.686, 208435184
331.786, 202352992
331.886, 202619184
331.986, 194711184
332.186, 191203088
332.286, 189425488
332.386, 184980592
332.486, 183978880
332.586, 185425792
332.686, 187149584
332.836, 187314592
332.936, 185036784
333.036, 183867584
333.136, 181693392
333.236, 180973792
333.386, 179626480
333.486, 112912792
333.586, 60489996
333.736, 28849998
333.836, 14565599
333.936, 9247999
334.036, 7289099.5
334.186, 6594899.5
334.286, 6479199.5
334.386, 6368999.5
334.836, 6374499.5
335.136, 6379999.5
335.586, 6263999.5
335.736, 6385499.5
335.886, 6269399.5
335.986, 6385499.5
336.086, 6269399.5
336.186, 6385499.5
336.286, 6269399.5
336.386, 6385499.5
336.536, 6390999.5
336.636, 6274799.5
336.736, 6390999.5
336.936, 6396499.5
337.686, 6280199.5
337.786, 6396499.5
337.936, 6401999.5
338.036, 8489899
338.136, 10690399
338.236, 14048099
338.386, 19139998
338.486, 21807998
338.586, 24011998
338.686, 27815998
338.786, 34160996
338.886, 49190396
339.036, 72656392
339.136, 84271992
339.236, 93268792
339.336, 103967992
339.436, 114596592
339.586, 124055488
339.686, 131884192
339.786, 139009584
339.886, 140152096
339.986, 134270496
340.086, 135620096
340.186, 133471792
340.286, 133018192
340.436, 133131592
340.536, 133698592
340.636, 134600384
340.736, 134940288
340.886, 136632384
340.986, 138103984
341.086, 139235984
341.186, 139565392
341.286, 139226096
341.386, 140017792
341.486, 141148784
341.586, 141035696
341.736, 142153984
341.836, 144413984
341.936, 145317984
342.086, 146769984
342.186, 148350592
342.286, 105133496
342.386, 53800496
342.486, 13827799
342.636, 8947399
342.786, 7210599.5
342.886, 6629099.5
342.986, 6396499.5
343.186, 6401999.5
343.336, 6280199.5
343.436, 6401999.5
343.636, 6285599.5
343.986, 6407499.5
344.086, 6401999.5
344.186, 6290999.5
344.286, 6401999.5
344.386, 12654899
344.486, 33408398
344.586, 54902696
344.736, 75587296
344.836, 96756792
344.936, 121791592
345.036, 137206288
345.136, 144216784
345.286, 148274096
345.386, 150762288
345.486, 151984992
345.586, 154108496
345.686, 157919984
345.786, 157581584
345.886, 164812496
346.036, 171971984
346.136, 176714992
346.236, 183731888
346.336, 182386688
346.436, 184068192
346.586, 183956080
346.686, 183843984
346.786, 184911984
346.886, 184463984
346.986, 185135984
347.086, 185583984
347.186, 186201584
347.286, 187712192
347.386, 188271184
347.536, 189612784
347.636, 191342080
347.736, 193291184
347.836, 194901984
347.936, 196685984
348.086, 198960384
348.186, 200074384
348.286, 202079584
348.386, 203345088
348.486, 204385584
348.586, 205052784
348.686, 206387184
348.786, 208312480
348.936, 209789984
349.036, 211343984
349.136, 212151680
349.236, 214036992
349.336, 215505984
349.486, 216307792
349.586, 217746880
349.686, 219430384
349.786, 223209984
349.986, 225105584
350.086, 226761584
350.186, 227975984
350.286, 230097584
350.386, 230196080
350.536, 230648576
350.636, 231199584
350.736, 230549376
350.836, 229215984
350.936, 231320080
351.036, 232209984
351.186, 232421088
351.286, 231549984
351.386, 232090784
351.486, 232531184
351.586, 232649984
351.686, 231879984
351.786, 233867184
351.936, 235185984
352.036, 236614688
352.136, 235295888
352.236, 236069984
352.336, 234856288
352.486, 235740576
352.586, 234966176
352.736, 233427584
352.836, 233757280
352.936, 233105376
353.036, 231779088
353.136, 231119680
353.286, 227273184
353.386, 226269984
353.536, 226379984
353.636, 224399984
353.736, 222842384
353.836, 220750480
353.936, 219628592
354.036, 218195984
354.136, 215991984
354.236, 214533488
354.386, 214312880
354.486, 210643184
354.586, 207739984
354.686, 207518992
354.786, 205971984
354.886, 203872480
354.986, 203651488
355.086, 204093488
355.236, 201513184
355.336, 200256288
355.436, 198374384
355.536, 197378080
355.636, 194786384
355.786, 193678384
355.936, 191635184
356.036, 188921984
356.136, 187981184
356.286, 183759392
356.386, 183203888
356.486, 182812784
356.586, 182648384
356.686, 182092880
356.836, 182426192
356.936, 180811184
357.036, 181033584
357.136, 179143184
357.386, 176744384
357.486, 177523488
357.586, 176457584
357.686, 175232192
357.786, 174740992
357.886, 174852288
357.986, 172892784
358.136, 173226992
358.236, 173561184
358.386, 172669984
358.536, 172447184
358.786, 172112992
358.886, 171821488
358.986, 171778784
359.086, 171555984
359.186, 171932992
359.286, 171375488
359.386, 169814496
359.536, 168810992
359.636, 168253488
359.736, 167918992
359.836, 168587984
359.936, 168770992
360.086, 168882384
360.186, 169439392
360.286, 169145488
360.386, 169925984
360.486, 169591488
360.586, 170330592
360.686, 172669984
360.786, 172781392
360.936, 172112992
361.086, 174073184
361.186, 174897984
361.336, 175343584
361.536, 174295792
361.636, 173739280
361.736, 175918384
361.936, 176744384
362.086, 176140784
362.186, 176696784
362.286, 175965280
362.386, 176029584
362.486, 174563792
362.686, 175074880
362.786, 175695984
362.936, 174407088
363.036, 173961888
363.136, 175251184
363.236, 175473584
363.386, 176140784
363.486, 178537680
363.586, 179921584
363.686, 181315184
363.986, 182870592
364.086, 181870688
364.236, 184814992
364.336, 185147984
364.436, 185646592
364.536, 185258992
364.686, 184981184
364.786, 184925984
364.886, 184703984
364.986, 185535680
365.086, 185092080
365.186, 185369984
365.286, 185258992
365.386, 183815984
365.536, 183983088
365.636, 183095888
365.736, 182984992
365.836, 183983088
365.936, 184759392
366.086, 185700784
366.186, 189467984
366.286, 191178880
366.386, 191732384
366.486, 192554592
366.586, 195208992
366.686, 195651392
366.836, 196137488
366.936, 197684480
367.036, 198236992
367.136, 198015984
367.236, 198126480
367.336, 198015984
367.486, 172829680
367.586, 93676096
367.686, 47182796
367.786, 21868998
367.886, 11519999
367.986, 8070999.5
368.136, 6917999.5
368.236, 6456799.5
368.336, 6346999.5
368.436, 6341499.5
368.536, 6231599.5
368.686, 6346999.5
368.786, 6231599.5
368.886, 6346999.5
368.986, 6352499.5
369.086, 6236999.5
369.186, 6352499.5
369.386, 6357999.5
369.836, 6247799.5
370.036, 6363499.5
370.136, 6247799.5
370.286, 6363499.5
370.486, 6247799.5
370.586, 6363499.5
370.686, 6253199.5
370.786, 6368999.5
370.886, 6253199.5
370.986, 6368999.5
371.236, 6253199.5
371.336, 6368999.5
371.436, 6253199.5
371.536, 6258599.5
371.736, 6253199.5
371.836, 6374499.5
371.986, 6368999.5
372.086, 6258599.5
372.286, 6374499.5
372.386, 18793898
372.486, 34760196
372.586, 44619996
372.736, 57120596
372.936, 70689792
373.036, 89105392
373.136, 104781592
373.236, 118293992
373.336, 125654088
373.486, 128932992
373.586, 130853992
373.686, 133667992
373.786, 141087792
373.886, 157583984
373.986, 172017984
374.136, 178608288
374.236, 183082992
374.336, 186204992
374.436, 188600192
374.536, 193439392
374.686, 195535984
374.786, 198134992
374.886, 200909984
374.986, 202763984
375.086, 206198784
375.286, 207562480
375.386, 210250592
375.486, 211828480
375.586, 213734384
375.686, 215721584
375.836, 219959184
375.936, 222181792
376.036, 225939984
376.186, 228029984
376.286, 230250576
376.386, 232007376
376.486, 234099776
376.586, 235745280
376.686, 237612784
376.836, 239367184
376.936, 242864576
377.036, 245159888
377.136, 246690080
377.336, 248320784
377.436, 251462976
377.586, 251571984
377.686, 250699984
377.786, 251994576
377.886, 251667888
377.986, 250699984
378.086, 250143280
378.186, 250469984
378.336, 250154976
378.436, 249587184
378.536, 249804784
378.636, 251763184
378.736, 253053584
378.886, 254232576
378.986, 256621776
379.086, 257470480
379.236, 259097984
379.386, 258555488
379.486, 258989488
379.586, 258859184
379.786, 257991984
379.886, 260244880
380.036, 259161888
380.136, 258403776
380.236, 255517488
380.336, 254848384
380.436, 254089584
380.536, 254739984
380.686, 255371376
380.786, 257212480
380.886, 257299584
380.986, 255498784
381.086, 251611488
381.186, 248911184
381.336, 247499376
381.436, 246847776
381.586, 246304784
381.736, 245227184
381.836, 243053184
381.936, 242177984
382.036, 242938176
382.136, 240226976
382.236, 238489584
382.386, 237292784
382.486, 237945584
382.586, 236857584
382.686, 235878384
382.786, 234461680
382.886, 233808288
383.136, 231848080
383.236, 230643984
383.336, 227909888
383.436, 225061184
383.536, 223081280
383.636, 222316192
383.786, 223545888
383.886, 219037184
383.986, 222316192
384.086, 211997088
384.186, 202471184
384.286, 209172784
384.436, 213305984
384.536, 200123184
384.636, 192234592
384.736, 199177184
384.836, 199506592
384.936, 199358592
385.086, 202910384
385.186, 203459392
385.286, 204700192
385.386, 205138992
385.486, 206455392
385.586, 206565088
385.686, 202985280
385.836, 185807984
385.986, 176234384
386.086, 174020384
386.236, 177020992
386.336, 179120480
386.436, 181774384
386.586, 185083392
386.686, 189702288
386.786, 189715984
386.886, 188061488
386.986, 188612992
387.086, 186686384
387.186, 187780784
387.336, 186134384
387.436, 185251184
387.536, 185855488
387.636, 186899184
387.736, 186465584
387.836, 173405392
387.936, 98831992
388.086, 52692296
388.186, 24409798
388.286, 12387599
388.386, 8380399.5
388.486, 7002799.5
388.586, 6428799.5
388.686, 6319499.5
388.936, 6204599.5
389.036, 6324999.5
389.386, 6215399.5
389.486, 6209999.5
389.586, 6330499.5
389.986, 6335999.5
390.086, 6330499.5
390.236, 6220799.5
390.336, 6335999.5
390.836, 6220799.5
390.986, 6226199.5
391.286, 6341499.5
391.386, 6231599.5
391.486, 6341499.5
391.586, 6346999.5
391.936, 6231599.5
392.286, 6346999.5
392.386, 6236999.5
392.486, 6346999.5
392.586, 6352499.5
392.686, 6346999.5
392.886, 6236999.5
392.986, 6346999.5
393.136, 17824998
393.236, 36639996
393.336, 66910396
393.436, 102647992
393.536, 117650392
393.636, 119455192
393.786, 124082688
393.886, 126787488
393.986, 123403192
394.086, 122955688
394.186, 125774192
394.286, 128476592
394.386, 130387488
394.486, 138578192
394.636, 139027392
394.736, 143039584
394.836, 143487984
394.936, 145393696
395.036, 148063984
395.186, 149967984
395.286, 151199984
395.386, 151736384
395.486, 152295888
395.586, 152743488
395.736, 153414896
395.836, 153836784
395.936, 155821488
396.036, 158055488
396.136, 160847984
396.236, 161150384
396.386, 162489584
396.486, 163270784
396.586, 163681984
396.686, 166320192
396.786, 167545584
396.886, 168213984
396.986, 170288992
397.086, 171803984
397.236, 173027184
397.336, 174538080
397.436, 176315680
397.536, 177537792
397.686, 178709984
397.786, 180877888
397.886, 181986880
397.986, 183927984
398.086, 185479184
398.186, 186861584
398.286, 187968592
398.386, 188632784
398.536, 189900192
398.686, 191164992
398.786, 192932992
398.886, 193595984
399.036, 194745584
399.136, 196775184
399.236, 197988480
399.336, 199422384
399.486, 199863584
399.586, 200415088
399.686, 201703184
399.786, 202878192
399.886, 202583984
399.986, 202804192
400.236, 203609984
400.336, 205149984
400.436, 206249984
400.636, 207051584
400.786, 207710992
400.886, 208290592
400.986, 208700080
401.086, 207820880
401.236, 207381280
401.336, 207271392
401.436, 207521984
401.536, 209088192
401.636, 209746384
401.736, 211966384
401.886, 213147088
401.986, 213366480
402.086, 211856784
402.186, 212514384
402.286, 213196480
402.386, 213281584
402.486, 212733584
402.636, 198553584
402.736, 114735992
402.836, 57035696
402.936, 25784998
403.036, 12961099
403.186, 8602499
403.286, 7117599.5
403.386, 6543599.5
403.486, 6313999.5
403.586, 6319499.5
403.786, 6324999.5
404.136, 6209999.5
404.236, 6324999.5
404.336, 6330499.5
404.436, 6215399.5
404.536, 6330499.5
404.786, 6215399.5
404.886, 6330499.5
405.086, 6335999.5
405.186, 6220799.5
405.286, 6335999.5
405.436, 6220799.5
405.536, 6341499.5
405.636, 6226199.5
405.736, 6341499.5
406.086, 6226199.5
406.386, 6341499.5
406.486, 12764999
406.586, 22500798
406.686, 34150796
406.786, 45262796
406.936, 55957996
407.036, 61385796
407.136, 64010096
407.236, 68453896
407.336, 83008792
407.436, 103796696
407.586, 128466592
407.786, 153646992
407.886, 172292384
408.086, 174583984
408.186, 176363184
408.286, 178537680
408.386, 180374992
408.486, 181484992
408.636, 183149984
408.736, 183983088
408.836, 186254784
408.936, 188743488
409.036, 190403984
409.186, 192112192
409.286, 194037984
409.386, 194700992
409.486, 197174384
409.586, 198981184
409.686, 202327184
409.786, 203869984
409.886, 205116288
410.036, 208088992
410.336, 208809984
410.436, 209579280
410.536, 211007984
410.636, 213476192
410.736, 214219792
410.886, 214902288
410.986, 216876880
411.086, 217795488
411.186, 219309584
411.286, 219218992
411.386, 220642480
411.486, 222175488
411.636, 224051184
411.736, 223066592
411.836, 223955680
411.936, 225607184
412.036, 226808384
412.136, 228128080
412.286, 228891776
412.386, 230200976
412.486, 229546384
412.586, 231297984
412.686, 231630288
412.786, 233045984
412.886, 234572784
413.036, 236857280
413.136, 238922576
413.286, 238702784
413.386, 240548976
413.486, 242497488
413.586, 244767184
413.686, 245309184
413.786, 245516080
413.886, 243256976
413.986, 241412480
414.136, 243674976
414.236, 243791584
414.336, 244108176
414.436, 242924384
414.536, 241942176
414.686, 242267088
414.786, 243025184
414.886, 243241776
414.986, 241075776
